date,tour,series,surface,odds,model_prob,edge,won,pnl
2022-01-04,WTA,WTA250,Hard,2.06,0.5798355340957642,0.09439864089188066,0,-10.0
2022-01-04,WTA,WTA250,Hard,1.48,0.7274653553962708,0.051789679720595116,0,-10.0
2022-01-05,WTA,WTA250,Hard,1.38,0.7963548272848129,0.07171714612539248,1,3.799999999999999
2022-01-05,WTA,WTA250,Hard,2.98,0.4780990779399872,0.14252860814132945,0,-10.0
2022-01-06,WTA,WTA250,Hard,1.72,0.650540965795517,0.06914561695830768,1,7.199999999999999
2022-01-07,WTA,WTA250,Hard,1.7,0.6560894310474396,0.06785413692979247,0,-10.0
2022-01-07,WTA,WTA250,Hard,2.37,0.47872504591941833,0.05678411764937619,0,-10.0
2022-01-04,WTA,WTA250,Hard,2.42,0.5509129047393799,0.13768976424351215,0,-10.0
2022-01-04,WTA,WTA250,Hard,1.95,0.5660674810409546,0.053246968220441726,1,9.5
2022-01-04,WTA,WTA250,Hard,3.22,0.3754339456558228,0.06487493944464268,0,-10.0
2022-01-05,WTA,WTA250,Hard,1.56,0.7038981407880783,0.06287249976243736,0,-10.0
2022-01-06,WTA,WTA250,Hard,2.29,0.6628718495368957,0.2261906268294721,0,-10.0
2022-01-07,WTA,WTA250,Hard,3.49,0.39127168655395506,0.10473873526455679,0,-10.0
2022-01-09,WTA,WTA250,Hard,2.95,0.38903806209564207,0.050055011248184456,0,-10.0
2022-02-21,WTA,WTA250,Hard,1.87,0.6091794013977051,0.07442004310893513,1,8.700000000000001
2022-02-21,WTA,WTA250,Hard,2.9,0.40658495426177976,0.06175736805488319,1,19.0
2022-02-21,WTA,WTA250,Hard,1.59,0.9263827323913574,0.2974519147812945,1,5.9
2022-02-22,WTA,WTA250,Hard,2.34,0.4853585004806519,0.05800807313022449,0,-10.0
2022-02-22,WTA,WTA250,Hard,2.51,0.5999138295650482,0.20150745506305617,1,15.099999999999998
2022-02-23,WTA,WTA250,Hard,2.27,0.6169132888317108,0.17638465447047735,0,-10.0
