date,tour,series,surface,odds,model_prob,edge,won,pnl
2023-01-01,ATP,ATP250,Hard,1.89,0.6150137186050415,0.08591318950451232,0,-10.0
2023-01-02,ATP,ATP250,Hard,2.08,0.5863783121109009,0.10560908134167013,1,10.8
2023-01-02,ATP,ATP250,Hard,1.65,0.7250187754631042,0.11895816940249815,1,6.499999999999999
2023-01-03,ATP,ATP250,Hard,1.58,0.7641244471073151,0.13121305470225186,1,5.800000000000001
2023-01-04,ATP,ATP250,Hard,1.64,0.6974583625793457,0.08770226501837008,1,6.399999999999999
2023-01-04,ATP,ATP250,Hard,2.09,0.6138653874397277,0.13539648791819658,0,-10.0
2023-01-06,ATP,ATP250,Hard,1.68,0.7573497056961059,0.1621116104580107,1,6.799999999999999
2023-01-03,ATP,ATP250,Hard,1.63,0.699102121591568,0.0856051890762306,1,6.299999999999999
2023-01-05,ATP,ATP250,Hard,2.48,0.5299983978271484,0.12677259137553548,0,-10.0
2023-01-09,ATP,ATP250,Hard,2.79,0.5362728297710418,0.1778498907029415,1,17.9
2023-01-09,ATP,ATP250,Hard,1.7,0.6931659579277039,0.10493066381005678,1,7.0
2023-01-10,ATP,ATP250,Hard,2.41,0.6855954110622406,0.2706576517261411,0,-10.0
2023-01-12,ATP,ATP250,Hard,2.22,0.5649471640586853,0.11449671360823488,0,-10.0
2023-01-13,ATP,ATP250,Hard,1.83,0.7027994990348816,0.15635141160318766,1,8.3
2023-01-11,ATP,ATP250,Hard,2.46,0.5740406036376953,0.16753653859704487,0,-10.0
2023-01-12,ATP,ATP250,Hard,2.27,0.6099106192588806,0.1693819848976471,1,12.7
2023-01-12,ATP,ATP250,Hard,2.16,0.5448814928531647,0.08191852989020176,1,11.600000000000001
2023-01-16,ATP,Grand Slam,Hard,2.33,0.5306603372097015,0.10147578785347833,1,13.3
2023-01-16,ATP,Grand Slam,Hard,1.64,0.7048350751399994,0.09507897757902384,0,-10.0
2023-01-16,ATP,Grand Slam,Hard,2.79,0.47749187350273137,0.11906893443463101,1,17.9
2023-01-16,ATP,Grand Slam,Hard,1.94,0.6210841655731201,0.10562024804734682,1,9.399999999999999
2023-01-16,ATP,Grand Slam,Hard,1.69,0.6910423278808594,0.09932635154949843,0,-10.0
2023-01-16,ATP,Grand Slam,Hard,2.08,0.6716663241386414,0.19089709336941063,1,10.8
2023-01-18,ATP,Grand Slam,Hard,2.76,0.5079344689846039,0.14561562840489373,0,-10.0
2023-01-19,ATP,Grand Slam,Hard,2.63,0.5307991147041321,0.1505709778220028,0,-10.0
2023-01-20,ATP,Grand Slam,Hard,1.89,0.6546296536922455,0.12552912459171628,1,8.899999999999999
2023-01-21,ATP,Grand Slam,Hard,1.68,0.6899124562740326,0.0946743610359374,1,6.799999999999999
2023-01-21,ATP,Grand Slam,Hard,2.34,0.699102121591568,0.27175169424114065,1,13.399999999999999
2023-01-22,ATP,Grand Slam,Hard,2.4,0.5756093978881835,0.15894273122151686,0,-10.0
2023-02-06,ATP,ATP250,Clay,2.53,0.4921445846557617,0.09688766765971424,1,15.299999999999997
2023-02-07,ATP,ATP250,Clay,2.26,0.531464958190918,0.08898708208472328,0,-10.0
2023-02-07,ATP,ATP250,Clay,1.89,0.64279745221138,0.11369692311085078,0,-10.0
2023-02-09,ATP,ATP250,Clay,2.43,0.5032683670520782,0.0917457333072223,0,-10.0
2023-02-10,ATP,ATP250,Clay,2.22,0.6833817899227143,0.23293133947226385,0,-10.0
2023-02-09,ATP,ATP250,Hard,1.53,0.7637438982725143,0.11014912703068425,1,5.300000000000001
2023-02-08,ATP,ATP250,Hard,2.16,0.6429159343242645,0.17995297136130162,1,11.600000000000001
2023-02-09,ATP,ATP250,Hard,2.71,0.48026279807090755,0.11125910803400718,1,17.1
2023-02-10,ATP,ATP250,Hard,1.79,0.6451560378074646,0.08649681993036962,0,-10.0
2023-02-14,ATP,ATP250,Clay,1.51,0.8053725838661194,0.1431209282369803,1,5.1
2023-02-14,ATP,ATP250,Clay,2.22,0.5411840796470642,0.09073362919661376,0,-10.0
2023-02-15,ATP,ATP250,Clay,2.18,0.5768862366676331,0.11817064033735786,0,-10.0
