match,market,selection,odds,model_prob,implied_prob,edge,result,pnl,league,tier,date
Cardiff vs Norwich,1X2,Home,3.03,0.500366914250323,0.33003300330033003,0.17033391094999295,W,20.299999999999997,Championship,2,2022-07-30
St Johnstone vs Hibernian,1X2,Home,3.25,0.4333412135173299,0.3076923076923077,0.1256489058250222,L,-10.0,Premiership,1,2022-07-30
Celtic vs Aberdeen,O/U,Over 2.5,1.56,0.7045604122199912,0.641025641025641,0.06353477119435025,L,-10.0,Premiership,1,2022-07-31
Sunderland vs Coventry,1X2,Home,2.69,0.5836987835252783,0.3717472118959108,0.21195157162936745,L,-10.0,Championship,2,2022-07-31
Watford vs Sheffield United,1X2,Away,3.21,0.478968752131111,0.3115264797507788,0.1674422723803322,L,-10.0,Championship,2,2022-08-01
Birmingham vs Huddersfield,1X2,Away,3.16,0.4352224684991468,0.3164556962025316,0.1187667722966152,L,-10.0,Championship,2,2022-08-05
Benfica vs Arouca,O/U,Under 2.5,2.56,0.5464291659583977,0.390625,0.15580416595839774,L,-10.0,Liga Portugal,1,2022-08-05
Greuther Furth vs Karlsruhe,O/U,Under 2.5,2.42,0.5181006551885272,0.4132231404958678,0.10487751469265943,W,14.2,2. Bundesliga,2,2022-08-05
Hamburg vs Heidenheim,O/U,Under 2.5,2.25,0.511467694009837,0.4444444444444444,0.06702324956539263,W,12.5,2. Bundesliga,2,2022-08-06
Motherwell vs St Johnstone,O/U,Over 2.5,2.45,0.4803841080713349,0.4081632653061224,0.07222084276521251,W,14.500000000000002,Premiership,1,2022-08-06
Strasbourg vs Monaco,1X2,Away,2.75,0.5096866934924912,0.36363636363636365,0.14605032985612754,W,17.5,Ligue 1,1,2022-08-06
Hansa Rostock vs Bielefeld,1X2,Home,2.46,0.5300269524016544,0.4065040650406504,0.12352288736100403,W,14.6,2. Bundesliga,2,2022-08-06
Augsburg vs Freiburg,1X2,Home,3.39,0.3855906216161652,0.2949852507374631,0.09060537087870207,L,-10.0,Bundesliga,1,2022-08-06
Bochum vs Mainz,1X2,Home,3.23,0.42794744924383865,0.30959752321981426,0.11834992602402439,L,-10.0,Bundesliga,1,2022-08-06
M'gladbach vs Hoffenheim,1X2,Home,2.14,0.6635153623047363,0.4672897196261682,0.19622564267856807,W,11.400000000000002,Bundesliga,1,2022-08-06
Stevenage vs Stockport,1X2,Home,2.9,0.5230038360193536,0.3448275862068966,0.17817624981245705,W,19.0,League Two,4,2022-08-06
Charlton vs Derby,1X2,Home,2.69,0.47868665188302745,0.3717472118959108,0.10693943998711664,W,16.9,League One,3,2022-08-06
Milton Keynes Dons vs Sheffield Weds,1X2,Home,3.13,0.42479417309773204,0.3194888178913738,0.10530535520635825,L,-10.0,League One,3,2022-08-06
Charleroi vs Oostende,O/U,Under 2.5,2.15,0.5413269956298461,0.46511627906976744,0.07621071656007866,L,-10.0,Jupiler Pro League,1,2022-08-06
Laval vs Guingamp,O/U,Over 2.5,2.42,0.4914719038067868,0.4132231404958678,0.07824876331091901,W,14.2,Ligue 2,2,2022-08-06
Mechelen vs St. Gilloise,1X2,Away,2.14,0.5884605097363143,0.4672897196261682,0.12117079011014603,L,-10.0,Jupiler Pro League,1,2022-08-06
Tottenham vs Southampton,1X2,Home,1.36,0.8141600416539165,0.7352941176470588,0.07886592400685777,W,3.600000000000001,Premier League,1,2022-08-06
Braunschweig vs Darmstadt,O/U,Under 2.5,2.13,0.5248720889676455,0.4694835680751174,0.055388520892528104,W,11.299999999999999,2. Bundesliga,2,2022-08-07
Magdeburg vs Holstein Kiel,O/U,Under 2.5,2.3,0.5274312991817518,0.4347826086956522,0.09264869048609958,L,-10.0,2. Bundesliga,2,2022-08-07
AZ Alkmaar vs Go Ahead Eagles,O/U,Under 2.5,2.23,0.5188904198439912,0.4484304932735426,0.07045992657044858,W,12.3,Eredivisie,1,2022-08-07
Nijmegen vs Twente,1X2,Away,2.17,0.5588219729552278,0.4608294930875576,0.09799247986767023,W,11.7,Eredivisie,1,2022-08-07
Toulouse vs Nice,O/U,Over 2.5,1.86,0.6066838764356168,0.5376344086021505,0.06904946783346633,L,-10.0,Ligue 1,1,2022-08-07
Toulouse vs Nice,1X2,Home,2.84,0.7243188034288426,0.35211267605633806,0.3722061273725045,L,-10.0,Ligue 1,1,2022-08-07
Gent vs Westerlo,1X2,Home,1.66,0.734189552465119,0.6024096385542169,0.13177991391090205,W,6.6,Jupiler Pro League,1,2022-08-07
Antwerp vs Oud-Heverlee Leuven,O/U,Under 2.5,2.18,0.5145024531697304,0.4587155963302752,0.05578685683945522,L,-10.0,Jupiler Pro League,1,2022-08-07
Antalyaspor vs Galatasaray,1X2,Home,2.48,0.6257218788136321,0.40322580645161293,0.22249607236201913,L,-10.0,Super Lig,1,2022-08-07
West Brom vs Watford,1X2,Home,2.39,0.5226702445274298,0.41841004184100417,0.10426020268642566,L,-10.0,Championship,2,2022-08-08
Caen vs Metz,1X2,Home,2.66,0.5847224389631661,0.37593984962406013,0.20878258933910598,W,16.6,Ligue 2,2,2022-08-08
Nantes vs Lille,1X2,Home,3.02,0.4902401016166449,0.33112582781456956,0.15911427380207532,L,-10.0,Ligue 1,1,2022-08-12
Kaiserslautern vs Paderborn,O/U,Under 2.5,2.27,0.491116652199168,0.44052863436123346,0.05058801783793454,W,12.7,2. Bundesliga,2,2022-08-12
Excelsior vs Vitesse,1X2,Home,3.5,0.40808081129226814,0.2857142857142857,0.12236652557798244,W,25.0,Eredivisie,1,2022-08-12
Huddersfield vs Stoke,1X2,Home,2.76,0.48327273222466677,0.3623188405797102,0.12095389164495657,W,17.599999999999998,Championship,2,2022-08-13
Barcelona vs Vallecano,O/U,Under 2.5,2.58,0.48979675236971754,0.38759689922480617,0.10219985314491137,W,15.8,La Liga,1,2022-08-13
Sunderland vs QPR,1X2,Home,2.11,0.584921060769747,0.47393364928909953,0.1109874114806475,L,-10.0,Championship,2,2022-08-13
Millwall vs Coventry,O/U,Over 2.5,2.35,0.48509867164546083,0.425531914893617,0.05956675675184381,W,13.5,Championship,2,2022-08-13
Millwall vs Coventry,1X2,Home,2.45,0.5279395496880083,0.4081632653061224,0.11977628438188587,W,14.500000000000002,Championship,2,2022-08-13
Wycombe vs Shrewsbury,1X2,Home,1.96,0.5677567555487593,0.5102040816326531,0.05755267391610619,L,-10.0,League One,3,2022-08-13
Wolves vs Fulham,1X2,Away,3.15,0.461320675510355,0.31746031746031744,0.14386035805003755,L,-10.0,Premier League,1,2022-08-13
Livingston vs Hibernian,1X2,Home,3.16,0.4552789554447897,0.3164556962025316,0.13882325924225808,W,21.6,Premiership,1,2022-08-13
Monaco vs Rennes,1X2,Home,2.17,0.6374568466381081,0.4608294930875576,0.17662735355055048,L,-10.0,Ligue 1,1,2022-08-13
Schalke 04 vs M'gladbach,1X2,Home,3.12,0.5189591333875967,0.3205128205128205,0.1984463128747762,L,-10.0,Bundesliga,1,2022-08-13
Werder Bremen vs Stuttgart,1X2,Home,2.33,0.594254387818717,0.4291845493562232,0.1650698384624938,L,-10.0,Bundesliga,1,2022-08-13
Hertha vs Ein Frankfurt,1X2,Home,3.05,0.43848102939269995,0.3278688524590164,0.11061217693368353,L,-10.0,Bundesliga,1,2022-08-13
Leganes vs Alaves,O/U,Over 2.5,2.34,0.5278269995658571,0.4273504273504274,0.10047657221542972,W,13.399999999999999,Segunda Division,2,2022-08-13
Leganes vs Alaves,1X2,Home,2.66,0.515522390985133,0.37593984962406013,0.13958254136107284,L,-10.0,Segunda Division,2,2022-08-13
Bristol Rvs vs Oxford,1X2,Home,2.72,0.578596133198708,0.3676470588235294,0.21094907437517857,W,17.200000000000003,League One,3,2022-08-13
Cheltenham vs Portsmouth,1X2,Home,3.25,0.39310461773421335,0.3076923076923077,0.08541231004190564,L,-10.0,League One,3,2022-08-13
Sampdoria vs Atalanta,O/U,Under 2.5,2.18,0.5201322609917198,0.4587155963302752,0.06141666466144463,W,11.8,Serie A,1,2022-08-13
Lecce vs Inter,O/U,Under 2.5,2.37,0.4974554983795545,0.42194092827004215,0.07551457010951235,L,-10.0,Serie A,1,2022-08-13
Monza vs Torino,1X2,Home,2.58,0.5464561188439931,0.38759689922480617,0.15885921961918698,L,-10.0,Serie A,1,2022-08-13
Northampton vs Hartlepool,O/U,Over 2.5,2.14,0.5248533679228953,0.4672897196261682,0.057563648296727055,W,11.400000000000002,League Two,4,2022-08-13
Northampton vs Hartlepool,1X2,Home,1.81,0.6253902772579105,0.5524861878453039,0.07290408941260662,W,8.100000000000001,League Two,4,2022-08-13
Mirandes vs Sp Gijon,1X2,Home,2.62,0.5161202524983322,0.38167938931297707,0.1344408631853551,L,-10.0,Segunda Division,2,2022-08-13
Holstein Kiel vs Braunschweig,O/U,Under 2.5,2.18,0.5102435052143849,0.4587155963302752,0.051527908884109686,L,-10.0,2. Bundesliga,2,2022-08-13
Holstein Kiel vs Braunschweig,1X2,Home,2.1,0.5612860989790597,0.47619047619047616,0.08509562278858351,W,11.0,2. Bundesliga,2,2022-08-13
Guingamp vs Paris FC,1X2,Home,2.47,0.5389405207888295,0.4048582995951417,0.1340822211936878,L,-10.0,Ligue 2,2,2022-08-13
Waregem vs Genk,O/U,Under 2.5,2.46,0.5117029163113669,0.4065040650406504,0.10519885127071649,L,-10.0,Jupiler Pro League,1,2022-08-14
Nott'm Forest vs West Ham,O/U,Over 2.5,1.9,0.5951138208260504,0.5263157894736842,0.06879803135236617,L,-10.0,Premier League,1,2022-08-14
Chelsea vs Tottenham,1X2,Away,3.21,0.5313018963082897,0.3115264797507788,0.21977541655751093,L,-10.0,Premier League,1,2022-08-14
Volendam vs Nijmegen,O/U,Under 2.5,2.24,0.552519783854855,0.4464285714285714,0.10609121242628361,L,-10.0,Eredivisie,1,2022-08-14
Volendam vs Nijmegen,1X2,Home,2.55,0.4821887975406334,0.3921568627450981,0.09003193479553528,L,-10.0,Eredivisie,1,2022-08-14
Alanyaspor vs Besiktas,1X2,Home,2.81,0.50509972204626,0.35587188612099646,0.1492278359252635,L,-10.0,Super Lig,1,2022-08-14
Guimaraes vs Estoril,O/U,Over 2.5,2.11,0.5293480939544769,0.47393364928909953,0.05541444466537737,L,-10.0,Liga Portugal,1,2022-08-14
Guimaraes vs Estoril,1X2,Home,2.02,0.6210794168864597,0.49504950495049505,0.1260299119359647,W,10.2,Liga Portugal,1,2022-08-14
Venezia vs Genoa,1X2,Home,3.38,0.4169039408396411,0.2958579881656805,0.12104595267396062,L,-10.0,Serie B,2,2022-08-14
Blackburn vs West Brom,1X2,Home,2.75,0.44913169413256865,0.36363636363636365,0.085495330496205,W,17.5,Championship,2,2022-08-14
Auxerre vs Angers,1X2,Home,2.23,0.5471146327287512,0.4484304932735426,0.09868413945520854,L,-10.0,Ligue 1,1,2022-08-14
Ajaccio vs Lens,1X2,Home,3.16,0.42876791065462583,0.3164556962025316,0.11231221445209422,L,-10.0,Ligue 1,1,2022-08-14
Valencia vs Girona,O/U,Under 2.5,1.77,0.6220243124181744,0.5649717514124294,0.05705256100574496,W,7.7,La Liga,1,2022-08-14
Fiorentina vs Cremonese,O/U,Under 2.5,2.25,0.5292395940667605,0.4444444444444444,0.08479514962231605,L,-10.0,Serie A,1,2022-08-14
Ibiza vs Granada,1X2,Home,3.04,0.4326092632904708,0.32894736842105265,0.10366189486941813,L,-10.0,Segunda Division,2,2022-08-14
Almeria vs Real Madrid,O/U,Under 2.5,2.38,0.512279544676284,0.42016806722689076,0.09211147744939324,L,-10.0,La Liga,1,2022-08-14
Mainz vs Union Berlin,O/U,Over 2.5,2.02,0.5536264407039151,0.49504950495049505,0.058576935753420045,L,-10.0,Bundesliga,1,2022-08-14
Fortuna Dusseldorf vs Greuther Furth,1X2,Home,2.06,0.596075304714736,0.4854368932038835,0.11063841151085252,L,-10.0,2. Bundesliga,2,2022-08-14
Hannover vs Regensburg,O/U,Under 2.5,2.13,0.5426978011066652,0.4694835680751174,0.07321423303154784,W,11.299999999999999,2. Bundesliga,2,2022-08-14
Eupen vs Antwerp,O/U,Under 2.5,2.2,0.5285901741821003,0.45454545454545453,0.07404471963664577,W,12.000000000000002,Jupiler Pro League,1,2022-08-14
St Pauli vs Magdeburg,O/U,Under 2.5,2.56,0.4961029937809667,0.390625,0.10547799378096667,L,-10.0,2. Bundesliga,2,2022-08-14
Verona vs Napoli,1X2,Away,2.1,0.5734431932485338,0.47619047619047616,0.0972527170580576,W,11.0,Serie A,1,2022-08-15
Cartagena vs Ponferradina,O/U,Over 2.5,2.29,0.5697507344900605,0.4366812227074236,0.13306951178263693,W,12.9,Segunda Division,2,2022-08-15
Cartagena vs Ponferradina,1X2,Home,2.18,0.5536684927799325,0.4587155963302752,0.09495289644965726,L,-10.0,Segunda Division,2,2022-08-15
Colchester vs Bradford,1X2,Home,3.19,0.39845921816878604,0.31347962382445144,0.08497959434433461,W,21.9,League Two,4,2022-08-16
Bristol City vs Luton,1X2,Home,2.68,0.4933293855244067,0.3731343283582089,0.12019505716619777,W,16.8,Championship,2,2022-08-16
Barnsley vs Bristol Rvs,1X2,Away,3.65,0.5461771963960933,0.273972602739726,0.2722045936563673,L,-10.0,League One,3,2022-08-16
Shrewsbury vs Derby,1X2,Home,3.33,0.4215246695474372,0.3003003003003003,0.12122436924713692,L,-10.0,League One,3,2022-08-16
Volos NFC vs Asteras Tripolis,1X2,Home,2.56,0.5158609065064608,0.390625,0.12523590650646077,L,-10.0,Super League,1,2022-08-19
Hamburg vs Darmstadt,O/U,Under 2.5,2.55,0.5047208146609821,0.3921568627450981,0.11256395191588398,L,-10.0,2. Bundesliga,2,2022-08-19
Preston vs Watford,1X2,Home,2.67,0.4980523876308407,0.37453183520599254,0.12352055242484816,L,-10.0,Championship,2,2022-08-20
Reading vs Middlesbrough,1X2,Home,3.35,0.4185004207762578,0.29850746268656714,0.11999295808969068,W,23.5,Championship,2,2022-08-20
St Johnstone vs Aberdeen,1X2,Home,3.45,0.4283842046529282,0.2898550724637681,0.13852913218916008,L,-10.0,Premiership,1,2022-08-20
Mansfield vs Stockport,1X2,Home,2.24,0.5591044293754195,0.4464285714285714,0.11267585794684809,W,12.400000000000002,League Two,4,2022-08-20
Caen vs Guingamp,O/U,Over 2.5,2.32,0.48852886539113327,0.4310344827586207,0.05749438263251255,W,13.2,Ligue 2,2,2022-08-20
Regensburg vs Karlsruhe,O/U,Under 2.5,2.11,0.5314782276289518,0.47393364928909953,0.05754457833985227,L,-10.0,2. Bundesliga,2,2022-08-20
Sandhausen vs Nurnberg,1X2,Home,2.77,0.49699315911250674,0.36101083032490977,0.13598232878759697,L,-10.0,2. Bundesliga,2,2022-08-20
Braunschweig vs Fortuna Dusseldorf,O/U,Under 2.5,2.04,0.5450232686395582,0.49019607843137253,0.05482719020818566,L,-10.0,2. Bundesliga,2,2022-08-20
Ascoli vs Spal,1X2,Home,2.03,0.5739512372630313,0.4926108374384237,0.08134039982460761,L,-10.0,Serie B,2,2022-08-20
Bolton vs Sheffield Weds,1X2,Home,2.75,0.49738612809787547,0.36363636363636365,0.13374976446151182,L,-10.0,League One,3,2022-08-20
Leverkusen vs Hoffenheim,1X2,Home,1.69,0.6655750574403574,0.591715976331361,0.07385908110899642,L,-10.0,Bundesliga,1,2022-08-20
For Sittard vs Cambuur,O/U,Under 2.5,2.23,0.544681493442543,0.4484304932735426,0.0962510001690004,L,-10.0,Eredivisie,1,2022-08-20
PAOK vs Panetolikos,O/U,Under 2.5,1.95,0.5835601590373791,0.5128205128205129,0.07073964621686624,W,9.5,Super League,1,2022-08-20
Genk vs Cercle Brugge,1X2,Home,1.59,0.7579487106866507,0.6289308176100629,0.12901789307658784,W,5.9,Jupiler Pro League,1,2022-08-20
Antalyaspor vs Trabzonspor,1X2,Home,2.51,0.5079317672073854,0.39840637450199207,0.10952539270539335,W,15.099999999999998,Super Lig,1,2022-08-20
Leicester vs Southampton,1X2,Home,1.85,0.6425240214140738,0.5405405405405405,0.10198348087353337,L,-10.0,Premier League,1,2022-08-20
Sassuolo vs Lecce,O/U,Under 2.5,2.29,0.5229907802474327,0.4366812227074236,0.08630955754000913,W,12.9,Serie A,1,2022-08-20
Fulham vs Brentford,O/U,Over 2.5,1.93,0.5691516244687775,0.5181347150259068,0.05101690944287074,W,9.299999999999999,Premier League,1,2022-08-20
Zaragoza vs Levante,1X2,Home,2.94,0.4381064709447964,0.3401360544217687,0.09797041652302768,L,-10.0,Segunda Division,2,2022-08-20
Tottenham vs Wolves,O/U,Over 2.5,1.73,0.6305302993401551,0.5780346820809249,0.05249561725923024,L,-10.0,Premier League,1,2022-08-20
Tottenham vs Wolves,1X2,Home,1.41,0.7901333703651876,0.7092198581560284,0.08091351220915921,W,4.1,Premier League,1,2022-08-20
FC Emmen vs Utrecht,1X2,Home,3.12,0.49156259286007986,0.3205128205128205,0.17104977234725938,W,21.200000000000003,Eredivisie,1,2022-08-20
Porto vs Sp Lisbon,O/U,Over 2.5,1.94,0.5769738904072004,0.5154639175257733,0.06150997288142712,W,9.399999999999999,Liga Portugal,1,2022-08-20
Chaves vs Vizela,O/U,Over 2.5,2.17,0.5249317368343691,0.4608294930875576,0.0641022437468115,L,-10.0,Liga Portugal,1,2022-08-20
Hansa Rostock vs St Pauli,O/U,Under 2.5,2.16,0.5367323203510442,0.4629629629629629,0.07376935738808132,W,11.600000000000001,2. Bundesliga,2,2022-08-21
Greuther Furth vs Kaiserslautern,1X2,Away,3.51,0.38967731243487835,0.2849002849002849,0.10477702753459345,W,25.099999999999998,2. Bundesliga,2,2022-08-21
Heidenheim vs Bielefeld,1X2,Home,2.07,0.5993577328713606,0.48309178743961356,0.11626594543174706,L,-10.0,2. Bundesliga,2,2022-08-21
Standard vs Oud-Heverlee Leuven,O/U,Under 2.5,2.22,0.5329560636469602,0.4504504504504504,0.08250561319650984,L,-10.0,Jupiler Pro League,1,2022-08-21
Toulouse vs Lorient,O/U,Over 2.5,2.01,0.6034081468029902,0.49751243781094534,0.10589570899204481,W,10.099999999999998,Ligue 1,1,2022-08-21
Toulouse vs Lorient,1X2,Home,2.02,0.7565049378430346,0.49504950495049505,0.2614554328925396,L,-10.0,Ligue 1,1,2022-08-21
Montpellier vs Auxerre,1X2,Away,3.42,0.5481294139607114,0.29239766081871343,0.2557317531419979,W,24.2,Ligue 1,1,2022-08-21
Cosenza vs Modena,1X2,Home,2.56,0.47811922686123587,0.390625,0.08749422686123587,W,15.600000000000001,Serie B,2,2022-08-21
West Ham vs Brighton,1X2,Away,3.14,0.46043206547248117,0.3184713375796178,0.14196072789286335,W,21.400000000000002,Premier League,1,2022-08-21
Sociedad vs Barcelona,O/U,Under 2.5,2.05,0.5883060089489195,0.48780487804878053,0.10050113090013896,L,-10.0,La Liga,1,2022-08-21
Sociedad vs Barcelona,1X2,Home,3.38,0.3997258325273051,0.2958579881656805,0.1038678443616246,L,-10.0,La Liga,1,2022-08-21
Waregem vs Charleroi,O/U,Under 2.5,2.27,0.5125438356743601,0.44052863436123346,0.07201520131312666,L,-10.0,Jupiler Pro League,1,2022-08-21
Mechelen vs Westerlo,1X2,Home,2.51,0.5467152549211212,0.39840637450199207,0.1483088804191291,W,15.099999999999998,Jupiler Pro League,1,2022-08-21
Besiktas vs Karagumruk,O/U,Under 2.5,2.27,0.5187126425294424,0.44052863436123346,0.07818400816820892,L,-10.0,Super Lig,1,2022-08-21
Atalanta vs Milan,1X2,Away,2.5,0.602234882451784,0.4,0.202234882451784,L,-10.0,Serie A,1,2022-08-21
Ein Frankfurt vs FC Koln,1X2,Away,3.49,0.4915909888872416,0.28653295128939826,0.20505803759784336,L,-10.0,Bundesliga,1,2022-08-21
Elche vs Almeria,1X2,Away,3.01,0.43886858856722083,0.33222591362126247,0.10664267494595836,L,-10.0,La Liga,1,2022-08-22
Roma vs Cremonese,O/U,Under 2.5,2.29,0.52166697269562,0.4366812227074236,0.08498574998819641,W,12.9,Serie A,1,2022-08-22
Grenoble vs Bordeaux,O/U,Over 2.5,2.35,0.4958363866919564,0.425531914893617,0.07030447179833937,L,-10.0,Ligue 2,2,2022-08-22
Grenoble vs Bordeaux,1X2,Home,3.03,0.47910807984684256,0.33003300330033003,0.14907507654651253,L,-10.0,Ligue 2,2,2022-08-22
Fenerbahce vs Ad. Demirspor,1X2,Home,1.72,0.656337017286263,0.5813953488372093,0.0749416684490537,W,7.199999999999999,Super Lig,1,2022-08-22
Ponferradina vs Ibiza,O/U,Over 2.5,2.23,0.5262111302671093,0.4484304932735426,0.07778063699356669,W,12.3,Segunda Division,2,2022-08-22
Girona vs Getafe,1X2,Home,2.81,0.5363162787680391,0.35587188612099646,0.18044439264704265,W,18.1,La Liga,1,2022-08-22
Gaziantep vs Antalyaspor,1X2,Away,2.81,0.4903450797039123,0.35587188612099646,0.13447319358291582,L,-10.0,Super Lig,1,2022-08-26
Monza vs Udinese,1X2,Home,3.15,0.40960018083873273,0.31746031746031744,0.09213986337841529,L,-10.0,Serie A,1,2022-08-26
Bielefeld vs Braunschweig,O/U,Under 2.5,2.08,0.5397934657480233,0.4807692307692307,0.05902423497879261,L,-10.0,2. Bundesliga,2,2022-08-26
Fortuna Dusseldorf vs Regensburg,O/U,Under 2.5,2.13,0.5209861320764958,0.4694835680751174,0.051502564001378426,L,-10.0,2. Bundesliga,2,2022-08-26
Ionikos vs Levadeiakos,O/U,Over 2.5,2.23,0.540876057129264,0.4484304932735426,0.09244556385572139,L,-10.0,Super League,1,2022-08-26
Ionikos vs Levadeiakos,1X2,Home,2.09,0.6475964271764791,0.47846889952153115,0.16912752765494798,L,-10.0,Super League,1,2022-08-26
Girona vs Celta,1X2,Home,2.77,0.5435608135068717,0.36101083032490977,0.18254998318196192,L,-10.0,La Liga,1,2022-08-26
Ajaccio vs Lille,1X2,Home,3.46,0.5010436418453915,0.28901734104046245,0.21202630080492907,L,-10.0,Ligue 1,1,2022-08-26
Cartagena vs Zaragoza,O/U,Over 2.5,2.29,0.5234042210049396,0.4366812227074236,0.08672299829751595,L,-10.0,Segunda Division,2,2022-08-26
Cartagena vs Zaragoza,1X2,Home,2.52,0.5450549235432167,0.3968253968253968,0.14822952671781991,W,15.2,Segunda Division,2,2022-08-26
Nimes vs Laval,1X2,Home,2.83,0.44116101316265327,0.35335689045936397,0.0878041227032893,W,18.3,Ligue 2,2,2022-08-27
Spal vs Cagliari,1X2,Home,2.8,0.45744104041057215,0.35714285714285715,0.100298183267715,W,18.0,Serie B,2,2022-08-27
Boavista vs Benfica,O/U,Under 2.5,2.12,0.5272966760551482,0.4716981132075471,0.05559856284760106,L,-10.0,Liga Portugal,1,2022-08-27
Cremonese vs Torino,1X2,Home,3.23,0.435414774782017,0.30959752321981426,0.12581725156220275,L,-10.0,Serie A,1,2022-08-27
Lens vs Rennes,1X2,Home,2.54,0.5319772681688486,0.39370078740157477,0.13827648076727383,W,15.4,Ligue 1,1,2022-08-27
Southampton vs Man United,O/U,Under 2.5,2.39,0.499217849344451,0.41841004184100417,0.08080780750344685,W,13.900000000000002,Premier League,1,2022-08-27
Brentford vs Everton,1X2,Home,2.06,0.5761453817730167,0.4854368932038835,0.09070848856913316,L,-10.0,Premier League,1,2022-08-27
Sunderland vs Norwich,1X2,Home,3.11,0.6103590378411856,0.3215434083601286,0.288815629481057,L,-10.0,Championship,2,2022-08-27
Hull vs Coventry,1X2,Home,3.01,0.4232565125483802,0.33222591362126247,0.09103059892711773,W,20.099999999999998,Championship,2,2022-08-27
Valenciennes vs St Etienne,1X2,Home,2.7,0.5029752320860821,0.37037037037037035,0.13260486171571173,L,-10.0,Ligue 2,2,2022-08-27
Almeria vs Sevilla,O/U,Over 2.5,2.25,0.5286842692745044,0.4444444444444444,0.08423982483005998,W,12.5,La Liga,1,2022-08-27
Milan vs Bologna,O/U,Under 2.5,2.34,0.517470284809177,0.4273504273504274,0.09011985745874962,W,13.399999999999999,Serie A,1,2022-08-27
Spezia vs Sassuolo,O/U,Under 2.5,2.32,0.5051115749536224,0.4310344827586207,0.07407709219500164,L,-10.0,Serie A,1,2022-08-27
Spezia vs Sassuolo,1X2,Home,3.02,0.4185264740656809,0.33112582781456956,0.08740064625111132,L,-10.0,Serie A,1,2022-08-27
St Mirren vs Hibernian,1X2,Home,3.3,0.42658941155352126,0.30303030303030304,0.12355910852321822,W,23.0,Premiership,1,2022-08-27
Cercle Brugge vs Waregem,O/U,Under 2.5,2.09,0.5315759636951534,0.47846889952153115,0.05310706417362221,W,10.899999999999999,Jupiler Pro League,1,2022-08-27
AEK vs Volos NFC,O/U,Under 2.5,2.3,0.5101730092972445,0.4347826086956522,0.0753904006015923,W,12.999999999999998,Super League,1,2022-08-27
Cheltenham vs Oxford,1X2,Home,3.13,0.40931723675252296,0.3194888178913738,0.08982841886114917,L,-10.0,League One,3,2022-08-27
Bristol Rvs vs Shrewsbury,1X2,Home,2.48,0.5832424185085738,0.40322580645161293,0.1800166120569609,L,-10.0,League One,3,2022-08-27
Nurnberg vs Hamburg,1X2,Away,2.25,0.5306734886137329,0.4444444444444444,0.08622904416928845,W,12.5,2. Bundesliga,2,2022-08-27
Heerenveen vs For Sittard,O/U,Under 2.5,2.3,0.5033452321291553,0.4347826086956522,0.06856262343350306,L,-10.0,Eredivisie,1,2022-08-27
Wigan vs Burnley,1X2,Home,3.14,0.46299961099647,0.3184713375796178,0.1445282734168522,L,-10.0,Championship,2,2022-08-27
Lugo vs Leganes,1X2,Home,2.98,0.4223894030316697,0.33557046979865773,0.08681893323301199,W,19.8,Segunda Division,2,2022-08-27
Leyton Orient vs Hartlepool,O/U,Over 2.5,2.08,0.5319347917444799,0.4807692307692307,0.05116556097524916,W,10.8,League Two,4,2022-08-27
Ibiza vs Alaves,1X2,Home,3.06,0.45201473731157404,0.32679738562091504,0.125217351690659,L,-10.0,Segunda Division,2,2022-08-28
FC Koln vs Stuttgart,O/U,Under 2.5,2.21,0.5044762662952533,0.45248868778280543,0.051987578512447896,W,12.1,Bundesliga,1,2022-08-28
FC Koln vs Stuttgart,1X2,Home,2.1,0.5603091839354095,0.47619047619047616,0.08411870774493335,L,-10.0,Bundesliga,1,2022-08-28
Getafe vs Villarreal,O/U,Over 2.5,2.37,0.5167829300587399,0.42194092827004215,0.09484200178869773,L,-10.0,La Liga,1,2022-08-28
Rio Ave vs Porto,O/U,Under 2.5,2.23,0.5053659281908569,0.4484304932735426,0.05693543491731429,L,-10.0,Liga Portugal,1,2022-08-28
Hannover vs Greuther Furth,O/U,Under 2.5,2.29,0.5183105510119465,0.4366812227074236,0.08162932830452285,L,-10.0,2. Bundesliga,2,2022-08-28
Lecce vs Empoli,O/U,Under 2.5,2.05,0.5560969897885304,0.48780487804878053,0.06829211173974986,W,10.499999999999998,Serie A,1,2022-08-28
Lecce vs Empoli,1X2,Home,2.39,0.5586466653368335,0.41841004184100417,0.14023662349582933,L,-10.0,Serie A,1,2022-08-28
Fiorentina vs Napoli,1X2,Away,2.14,0.6270975090379745,0.4672897196261682,0.15980778941180623,L,-10.0,Serie A,1,2022-08-28
PAOK vs Atromitos,O/U,Under 2.5,1.84,0.5959247443700464,0.5434782608695652,0.0524464835004812,L,-10.0,Super League,1,2022-08-28
Werder Bremen vs Ein Frankfurt,1X2,Home,2.51,0.609341606696318,0.39840637450199207,0.21093523219432592,L,-10.0,Bundesliga,1,2022-08-28
Kaiserslautern vs Magdeburg,O/U,Under 2.5,2.52,0.5022373567886358,0.3968253968253968,0.10541195996323899,L,-10.0,2. Bundesliga,2,2022-08-28
Kasimpasa vs Hatayspor,1X2,Home,2.01,0.5780052448556914,0.49751243781094534,0.08049280704474604,W,10.099999999999998,Super Lig,1,2022-08-28
Volendam vs Twente,O/U,Under 2.5,2.43,0.518941359410589,0.4115226337448559,0.10741872566573313,W,14.3,Eredivisie,1,2022-08-28
