match,market,selection,odds,model_prob,implied_prob,edge,result,pnl,league,tier,date
Burton vs Lincoln,1X2,Away,2.3,0.5536844578612998,0.4347826086956522,0.11890184916564761,W,12.999999999999998,League One,3,2024-08-10
Exeter vs Rotherham,1X2,Home,3.01,0.5540580794390279,0.33222591362126247,0.22183216581776538,W,20.099999999999998,League One,3,2024-08-10
Dender vs Kortrijk,O/U,Under 2.5,1.95,0.5650279276795778,0.5128205128205129,0.05220741485906488,L,-10.0,Jupiler Pro League,1,2024-08-10
Oxford vs Norwich,1X2,Home,3.04,0.4893242670278362,0.32894736842105265,0.16037689860678356,W,20.4,Championship,2,2024-08-10
Genk vs Club Brugge,1X2,Away,2.04,0.5774193072534233,0.49019607843137253,0.08722322882205075,L,-10.0,Jupiler Pro League,1,2024-08-11
Aberdeen vs St Mirren,O/U,Over 2.5,2.11,0.5541619652825138,0.47393364928909953,0.08022831599341429,W,11.099999999999998,Premiership,1,2024-08-11
Aberdeen vs St Mirren,1X2,Home,1.93,0.627579267770211,0.5181347150259068,0.1094445527443042,W,9.299999999999999,Premiership,1,2024-08-11
Antwerp vs St Truiden,O/U,Under 2.5,2.35,0.5066631474495469,0.425531914893617,0.08113123255592986,L,-10.0,Jupiler Pro League,1,2024-08-11
Braunschweig vs Magdeburg,1X2,Home,2.59,0.4906104054049616,0.3861003861003861,0.10451001930457549,L,-10.0,2. Bundesliga,2,2024-08-11
Sp Braga vs Estrela,O/U,Under 2.5,2.42,0.4965692504569392,0.4132231404958678,0.08334610996107145,W,14.2,Liga Portugal,1,2024-08-11
Rizespor vs Buyuksehyr,1X2,Away,2.32,0.5222476327583604,0.4310344827586207,0.09121314999973967,L,-10.0,Super Lig,1,2024-08-12
Clermont vs Pau FC,1X2,Away,3.99,0.42111495261910764,0.2506265664160401,0.17048838620306755,L,-10.0,Ligue 2,2,2024-08-16
Brescia vs Palermo,1X2,Home,2.88,0.4739888240503688,0.3472222222222222,0.12676660182814659,W,18.799999999999997,Serie B,2,2024-08-16
Mirandes vs Cordoba,1X2,Home,2.99,0.47819846483922696,0.33444816053511706,0.1437503043041099,W,19.900000000000002,Segunda Division,2,2024-08-16
Eibar vs Castellon,1X2,Home,1.77,0.638554710859778,0.5649717514124294,0.0735829594473486,W,7.7,Segunda Division,2,2024-08-17
Brest vs Marseille,1X2,Home,2.88,0.46098125506604815,0.3472222222222222,0.11375903284382594,L,-10.0,Ligue 1,1,2024-08-17
Monaco vs St Etienne,O/U,Under 2.5,2.42,0.5039505466239245,0.4132231404958678,0.09072740612805669,W,14.2,Ligue 1,1,2024-08-17
Goztep vs Fenerbahce,O/U,Over 2.5,1.83,0.6282799611206762,0.5464480874316939,0.08183187368898226,W,8.3,Super Lig,1,2024-08-17
La Coruna vs Oviedo,O/U,Over 2.5,2.35,0.480026728254561,0.425531914893617,0.05449481336094397,L,-10.0,Segunda Division,2,2024-08-17
Beerschot VA vs Genk,O/U,Under 2.5,2.21,0.5027669883139282,0.45248868778280543,0.050278300531122755,L,-10.0,Jupiler Pro League,1,2024-08-17
Plymouth vs Hull,O/U,Under 2.5,2.19,0.5558276455120836,0.4566210045662101,0.09920664094587356,W,11.899999999999999,Championship,2,2024-08-17
West Brom vs Leeds,1X2,Home,3.39,0.48104345083034195,0.2949852507374631,0.18605820009287882,L,-10.0,Championship,2,2024-08-17
Portsmouth vs Luton,1X2,Home,3.0,0.6383959782224979,0.3333333333333333,0.3050626448891646,L,-10.0,Championship,2,2024-08-17
Derby vs Middlesbrough,1X2,Home,3.45,0.41732723948212636,0.2898550724637681,0.12747216701835823,W,24.5,Championship,2,2024-08-17
Mechelen vs Anderlecht,1X2,Home,3.28,0.4298672950156873,0.3048780487804878,0.12498924623519952,L,-10.0,Jupiler Pro League,1,2024-08-17
Pisa vs Spezia,O/U,Over 2.5,2.37,0.4913171935248501,0.42194092827004215,0.06937626525480795,W,13.700000000000001,Serie B,2,2024-08-17
Crewe vs Chesterfield,1X2,Home,2.93,0.45161244647096893,0.341296928327645,0.11031551814332391,L,-10.0,League Two,4,2024-08-17
Everton vs Brighton,O/U,Under 2.5,2.04,0.5522719819630335,0.49019607843137253,0.06207590353166098,L,-10.0,Premier League,1,2024-08-17
Everton vs Brighton,1X2,Home,2.67,0.5147307381721373,0.37453183520599254,0.1401989029661448,L,-10.0,Premier League,1,2024-08-17
Waalwijk vs Groningen,1X2,Home,2.37,0.5484964247906696,0.42194092827004215,0.12655549652062748,L,-10.0,Eredivisie,1,2024-08-17
Milan vs Torino,O/U,Over 2.5,1.92,0.5788697281223938,0.5208333333333334,0.05803639478906042,W,9.2,Serie A,1,2024-08-17
Mansfield vs Burton,1X2,Home,1.81,0.6076985880487853,0.5524861878453039,0.05521240020348139,L,-10.0,League One,3,2024-08-17
Lincoln vs Barnsley,1X2,Home,2.16,0.6279094569312866,0.4629629629629629,0.16494649396832373,L,-10.0,League One,3,2024-08-17
Cambridge vs Crawley Town,1X2,Away,3.28,0.4170926748646382,0.3048780487804878,0.11221462608415039,W,22.799999999999997,League One,3,2024-08-17
Blackpool vs Stockport,1X2,Away,3.38,0.43690754910306184,0.2958579881656805,0.14104956093738136,W,23.799999999999997,League One,3,2024-08-17
Parma vs Fiorentina,1X2,Home,3.31,0.4777929535058705,0.3021148036253776,0.17567814988049285,L,-10.0,Serie A,1,2024-08-17
Santander vs Almeria,1X2,Home,2.63,0.4695320434762734,0.3802281368821293,0.08930390659414411,L,-10.0,Segunda Division,2,2024-08-18
Catanzaro vs Sassuolo,1X2,Home,3.46,0.5380408227700991,0.28901734104046245,0.24902348172963668,L,-10.0,Serie B,2,2024-08-18
Cosenza vs Cremonese,1X2,Home,3.25,0.4415899783858087,0.3076923076923077,0.133897670693501,W,22.5,Serie B,2,2024-08-18
Notts County vs Fleetwood Town,O/U,Under 2.5,2.24,0.4987427471464534,0.4464285714285714,0.052314175717881994,L,-10.0,League Two,4,2024-08-18
Willem II vs Go Ahead Eagles,O/U,Under 2.5,2.07,0.5621463524303154,0.48309178743961356,0.07905456499070185,W,10.7,Eredivisie,1,2024-08-18
Willem II vs Go Ahead Eagles,1X2,Home,3.0,0.4418357499833634,0.3333333333333333,0.10850241665003008,W,20.0,Eredivisie,1,2024-08-18
Besiktas vs Antalyaspor,O/U,Under 2.5,2.17,0.5140744763399472,0.4608294930875576,0.05324498325238958,L,-10.0,Super Lig,1,2024-08-18
Rennes vs Lyon,O/U,Over 2.5,1.8,0.6075060576293707,0.5555555555555556,0.05195050207381513,W,8.0,Ligue 1,1,2024-08-18
Auxerre vs Nice,O/U,Over 2.5,2.19,0.5390577132093495,0.4566210045662101,0.0824367086431394,W,11.899999999999999,Ligue 1,1,2024-08-18
Auxerre vs Nice,1X2,Home,3.14,0.6109850713671326,0.3184713375796178,0.29251373378751483,W,21.400000000000002,Ligue 1,1,2024-08-18
Oud-Heverlee Leuven vs Cercle Brugge,1X2,Home,2.81,0.4893283603710418,0.35587188612099646,0.13345647425004536,L,-10.0,Jupiler Pro League,1,2024-08-18
Gent vs Westerlo,1X2,Home,1.89,0.610100197453558,0.5291005291005292,0.08099966835302885,W,8.899999999999999,Jupiler Pro League,1,2024-08-18
Gaziantep vs Samsunspor,1X2,Home,2.62,0.5380359936519096,0.38167938931297707,0.1563566043389325,L,-10.0,Super Lig,1,2024-08-18
Valladolid vs Espanol,1X2,Home,2.36,0.52273729417959,0.42372881355932207,0.09900848062026796,W,13.599999999999998,La Liga,1,2024-08-19
Panetolikos vs Lamia,O/U,Over 2.5,2.1,0.5693427824351602,0.47619047619047616,0.09315230624468407,L,-10.0,Super League,1,2024-08-19
Panetolikos vs Lamia,1X2,Home,2.1,0.590885785540318,0.47619047619047616,0.11469530934984185,L,-10.0,Super League,1,2024-08-19
Villarreal vs Ath Madrid,1X2,Home,3.33,0.4493736617295465,0.3003003003003003,0.1490733614292462,L,-10.0,La Liga,1,2024-08-19
Rodez vs Metz,1X2,Home,2.75,0.5310556965366646,0.36363636363636365,0.16741933290030098,L,-10.0,Ligue 2,2,2024-08-23
Alanyaspor vs Goztep,O/U,Over 2.5,2.04,0.5939435558316689,0.49019607843137253,0.10374747740029638,L,-10.0,Super Lig,1,2024-08-23
Alanyaspor vs Goztep,1X2,Home,1.96,0.6747882612274309,0.5102040816326531,0.16458417959477778,L,-10.0,Super Lig,1,2024-08-23
Troyes vs Clermont,1X2,Home,3.4,0.4707177681907657,0.29411764705882354,0.17660012113194218,L,-10.0,Ligue 2,2,2024-08-23
Hannover vs Hamburg,O/U,Under 2.5,2.3,0.5239777843712565,0.4347826086956522,0.08919517567560431,W,12.999999999999998,2. Bundesliga,2,2024-08-23
Casa Pia vs Santa Clara,1X2,Home,2.74,0.487029373092176,0.36496350364963503,0.12206586944254094,L,-10.0,Liga Portugal,1,2024-08-24
Exeter vs Peterboro,1X2,Home,3.17,0.4427668868727983,0.31545741324921134,0.12730947362358697,L,-10.0,League One,3,2024-08-24
Wycombe vs Rotherham,1X2,Home,2.43,0.5464741995818831,0.4115226337448559,0.13495156583702722,W,14.3,League One,3,2024-08-24
Dortmund vs Ein Frankfurt,1X2,Home,1.71,0.6439259926147911,0.5847953216374269,0.05913067097736424,W,7.1,Bundesliga,1,2024-08-24
Mainz vs Union Berlin,O/U,Over 2.5,2.23,0.5187990300209507,0.4484304932735426,0.07036853674740812,L,-10.0,Bundesliga,1,2024-08-24
Mainz vs Union Berlin,1X2,Home,2.05,0.641637394064791,0.48780487804878053,0.1538325160160105,L,-10.0,Bundesliga,1,2024-08-24
Ferrol vs Granada,1X2,Home,3.03,0.506080555615936,0.33003300330033003,0.17604755231560598,L,-10.0,Segunda Division,2,2024-08-24
Freiburg vs Stuttgart,1X2,Away,2.06,0.5661298779392485,0.4854368932038835,0.08069298473536501,L,-10.0,Bundesliga,1,2024-08-24
Augsburg vs Werder Bremen,O/U,Under 2.5,2.15,0.5356011083713443,0.46511627906976744,0.0704848293015769,L,-10.0,Bundesliga,1,2024-08-24
Watford vs Derby,O/U,Under 2.5,1.93,0.5798840240659224,0.5181347150259068,0.06174930904001563,L,-10.0,Championship,2,2024-08-24
Wrexham vs Reading,1X2,Home,2.05,0.6009855644503597,0.48780487804878053,0.11318068640157913,W,10.499999999999998,League One,3,2024-08-24
Preston vs Luton,1X2,Home,3.18,0.4742346906902547,0.31446540880503143,0.15976928188522327,W,21.8,Championship,2,2024-08-24
Norwich vs Sheffield United,1X2,Home,2.74,0.5780089683430036,0.36496350364963503,0.2130454646933686,L,-10.0,Championship,2,2024-08-24
Bristol City vs Coventry,1X2,Home,2.47,0.5756592142764603,0.4048582995951417,0.17080091468131858,L,-10.0,Championship,2,2024-08-24
Barcelona vs Ath Bilbao,1X2,Home,1.64,0.7134507866600945,0.6097560975609756,0.10369468909911894,W,6.399999999999999,La Liga,1,2024-08-24
Tenerife vs Almeria,1X2,Home,2.69,0.4777962427369551,0.3717472118959108,0.10604903084104428,L,-10.0,Segunda Division,2,2024-08-24
Tottenham vs Everton,O/U,Under 2.5,2.55,0.4963354559108544,0.3921568627450981,0.10417859316575628,L,-10.0,Premier League,1,2024-08-24
FC Koln vs Braunschweig,O/U,Under 2.5,2.59,0.5176090613614784,0.3861003861003861,0.13150867526109233,L,-10.0,2. Bundesliga,2,2024-08-24
Sudtirol vs Salernitana,O/U,Over 2.5,2.38,0.4819903621259115,0.42016806722689076,0.06182229489902075,W,13.799999999999999,Serie B,2,2024-08-24
Sudtirol vs Salernitana,1X2,Home,2.6,0.5300046410504382,0.3846153846153846,0.14538925643505363,W,16.0,Serie B,2,2024-08-24
Brescia vs Cittadella,1X2,Home,2.56,0.5222979268976962,0.390625,0.13167292689769616,L,-10.0,Serie B,2,2024-08-24
Sassuolo vs Cesena,O/U,Under 2.5,1.9,0.5931409232117145,0.5263157894736842,0.06682513373803034,L,-10.0,Serie B,2,2024-08-24
Sassuolo vs Cesena,1X2,Away,3.98,0.375402394065813,0.25125628140703515,0.12414611265877784,L,-10.0,Serie B,2,2024-08-24
Crystal Palace vs West Ham,O/U,Over 2.5,1.76,0.6677645360305848,0.5681818181818182,0.0995827178487666,L,-10.0,Premier League,1,2024-08-24
Crystal Palace vs West Ham,1X2,Home,2.17,0.7714758426099451,0.4608294930875576,0.31064634952238745,L,-10.0,Premier League,1,2024-08-24
Antwerp vs Mechelen,O/U,Under 2.5,2.3,0.5085543469646292,0.4347826086956522,0.07377173826897698,W,12.999999999999998,Jupiler Pro League,1,2024-08-24
St Etienne vs Le Havre,1X2,Home,2.09,0.598149404947798,0.47846889952153115,0.11968050542626685,L,-10.0,Ligue 1,1,2024-08-24
Southampton vs Nott'm Forest,O/U,Over 2.5,1.97,0.5791920401500553,0.5076142131979695,0.07157782695208581,L,-10.0,Premier League,1,2024-08-24
Southampton vs Nott'm Forest,1X2,Home,2.57,0.4969016749007814,0.38910505836575876,0.10779661653502265,L,-10.0,Premier League,1,2024-08-24
Kasimpasa vs Ad. Demirspor,O/U,Under 2.5,2.4,0.4839672060281732,0.4166666666666667,0.06730053936150654,L,-10.0,Super Lig,1,2024-08-25
Torino vs Atalanta,1X2,Away,2.37,0.5024274132765234,0.42194092827004215,0.08048648500648126,L,-10.0,Serie A,1,2024-08-25
Fiorentina vs Venezia,O/U,Over 2.5,1.85,0.5927643288813811,0.5405405405405405,0.05222378834084063,L,-10.0,Serie A,1,2024-08-25
Nantes vs Auxerre,1X2,Away,3.19,0.5610812433862803,0.31347962382445144,0.24760161956182886,L,-10.0,Ligue 1,1,2024-08-25
Roma vs Empoli,O/U,Under 2.5,1.98,0.5572186674429175,0.5050505050505051,0.0521681623924124,L,-10.0,Serie A,1,2024-08-25
Leganes vs Las Palmas,1X2,Home,2.29,0.5791458200546155,0.4366812227074236,0.14246459734719186,W,12.9,La Liga,1,2024-08-25
Dender vs Club Brugge,O/U,Under 2.5,2.25,0.4946608756856393,0.4444444444444444,0.0502164312411949,L,-10.0,Jupiler Pro League,1,2024-08-25
Magdeburg vs Schalke 04,O/U,Under 2.5,2.37,0.5426960466694709,0.42194092827004215,0.12075511839942876,L,-10.0,2. Bundesliga,2,2024-08-25
Darmstadt vs Nurnberg,O/U,Under 2.5,2.26,0.49259686373048417,0.4424778761061947,0.05011898762428946,W,12.599999999999998,2. Bundesliga,2,2024-08-25
Motherwell vs Hearts,1X2,Home,2.82,0.4578609723021758,0.3546099290780142,0.10325104322416162,W,18.2,Premiership,1,2024-08-25
Aberdeen vs Kilmarnock,1X2,Home,1.74,0.6744491269376359,0.5747126436781609,0.09973648325947504,W,7.4,Premiership,1,2024-08-25
Go Ahead Eagles vs Waalwijk,O/U,Under 2.5,2.28,0.49283199122710597,0.4385964912280702,0.05423549999903576,W,12.799999999999997,Eredivisie,1,2024-08-25
Albacete vs Elche,1X2,Home,2.41,0.5324527377035091,0.41493775933609955,0.11751497836740954,W,14.100000000000001,Segunda Division,2,2024-08-25
Cagliari vs Como,1X2,Away,3.52,0.42591876988687394,0.2840909090909091,0.14182786079596482,L,-10.0,Serie A,1,2024-08-26
Villarreal vs Celta,O/U,Over 2.5,1.93,0.5927127088013349,0.5181347150259068,0.07457799377542806,W,9.299999999999999,La Liga,1,2024-08-26
Cordoba vs Burgos,O/U,Over 2.5,2.36,0.5134763802627333,0.42372881355932207,0.08974756670341127,W,13.599999999999998,Segunda Division,2,2024-08-26
Bari vs Sassuolo,1X2,Home,2.71,0.44931071855311566,0.36900369003690037,0.0803070285162153,L,-10.0,Serie B,2,2024-08-27
Cittadella vs Pisa,1X2,Home,3.34,0.4297271454331357,0.29940119760479045,0.13032594782834528,L,-10.0,Serie B,2,2024-08-27
Cosenza vs Spezia,1X2,Home,2.75,0.47543794276274615,0.36363636363636365,0.1118015791263825,L,-10.0,Serie B,2,2024-08-28
Girona vs Osasuna,1X2,Home,1.73,0.7402616525463659,0.5780346820809249,0.162226970465441,W,7.3,La Liga,1,2024-08-29
Luton vs QPR,1X2,Away,3.73,0.40660391576748767,0.2680965147453083,0.13850740102217934,W,27.3,Championship,2,2024-08-30
Fortuna Dusseldorf vs Hannover,O/U,Under 2.5,2.0,0.5644783354557714,0.5,0.06447833545577142,W,10.0,2. Bundesliga,2,2024-08-30
Fortuna Dusseldorf vs Hannover,1X2,Home,2.3,0.5385365289551146,0.4347826086956522,0.1037539202594624,W,12.999999999999998,2. Bundesliga,2,2024-08-30
Venezia vs Torino,O/U,Over 2.5,2.19,0.5354165651238924,0.4566210045662101,0.07879556055768228,L,-10.0,Serie A,1,2024-08-30
Holstein Kiel vs Wolfsburg,1X2,Home,3.2,0.6582428789736012,0.3125,0.34574287897360123,L,-10.0,Bundesliga,1,2024-08-31
Lazio vs Milan,1X2,Home,2.89,0.48830118542733447,0.3460207612456747,0.14228042418165976,L,-10.0,Serie A,1,2024-08-31
Nurnberg vs Magdeburg,O/U,Under 2.5,2.32,0.508134754690609,0.4310344827586207,0.07710027193198826,L,-10.0,2. Bundesliga,2,2024-08-31
Valencia vs Villarreal,1X2,Away,2.49,0.5269002674183676,0.4016064257028112,0.1252938417155564,L,-10.0,La Liga,1,2024-08-31
Leganes vs Mallorca,1X2,Home,2.56,0.5214414081202396,0.390625,0.13081640812023965,L,-10.0,La Liga,1,2024-08-31
Espanol vs Vallecano,1X2,Home,2.78,0.5318818847960891,0.3597122302158274,0.17216965458026173,W,17.799999999999997,La Liga,1,2024-08-31
Elversberg vs Darmstadt,O/U,Under 2.5,2.41,0.5048343978626734,0.41493775933609955,0.08989663852657381,L,-10.0,2. Bundesliga,2,2024-08-31
Elversberg vs Darmstadt,1X2,Home,2.33,0.5198350567729012,0.4291845493562232,0.09065050741667802,W,13.3,2. Bundesliga,2,2024-08-31
Napoli vs Parma,O/U,Under 2.5,2.17,0.5554969260752521,0.4608294930875576,0.09466743298769453,L,-10.0,Serie A,1,2024-08-31
Estrela vs Casa Pia,O/U,Over 2.5,2.37,0.5114639779632635,0.42194092827004215,0.08952304969322133,L,-10.0,Liga Portugal,1,2024-08-31
Birmingham vs Wigan,O/U,Under 2.5,2.2,0.532516827832436,0.45454545454545453,0.0779713732869815,L,-10.0,League One,3,2024-08-31
Sp Lisbon vs Porto,O/U,Over 2.5,1.71,0.6851299957788459,0.5847953216374269,0.10033467414141906,L,-10.0,Liga Portugal,1,2024-08-31
Sp Lisbon vs Porto,1X2,Home,1.78,0.6187957421260397,0.5617977528089888,0.05699798931705091,W,7.800000000000001,Liga Portugal,1,2024-08-31
Arsenal vs Brighton,1X2,Home,1.35,0.8442027403148981,0.7407407407407407,0.10346199957415736,L,-10.0,Premier League,1,2024-08-31
Derby vs Bristol City,1X2,Home,2.94,0.4755461206814511,0.3401360544217687,0.13541006625968238,W,19.4,Championship,2,2024-08-31
Leeds vs Hull,O/U,Under 2.5,2.32,0.5334707103758581,0.4310344827586207,0.10243622761723742,W,13.2,Championship,2,2024-08-31
Ipswich vs Fulham,1X2,Home,3.1,0.5304385586295459,0.3225806451612903,0.2078579134682556,L,-10.0,Premier League,1,2024-08-31
Everton vs Bournemouth,1X2,Home,2.78,0.45269485703940426,0.3597122302158274,0.09298262682357689,L,-10.0,Premier League,1,2024-08-31
Beerschot VA vs Dender,O/U,Over 2.5,1.82,0.6097952031596435,0.5494505494505494,0.06034465370909414,W,8.200000000000001,Jupiler Pro League,1,2024-08-31
Portsmouth vs Sunderland,1X2,Home,3.48,0.5147268157536145,0.28735632183908044,0.227370493914534,L,-10.0,Championship,2,2024-08-31
Port Vale vs Doncaster,1X2,Away,2.62,0.5468150640401728,0.38167938931297707,0.1651356747271957,W,16.200000000000003,League Two,4,2024-08-31
Peterboro vs Wrexham,O/U,Under 2.5,2.36,0.4991985086136843,0.42372881355932207,0.07546969505436224,W,13.599999999999998,League One,3,2024-08-31
Peterboro vs Wrexham,1X2,Away,3.16,0.44437200044441394,0.3164556962025316,0.12791630424188233,W,21.6,League One,3,2024-08-31
Oxford vs Preston,1X2,Home,2.44,0.6305854288237276,0.4098360655737705,0.2207493632499571,W,14.399999999999999,Championship,2,2024-08-31
Harrogate vs Barrow,1X2,Home,3.28,0.48670202774522764,0.3048780487804878,0.18182397896473984,L,-10.0,League Two,4,2024-08-31
Swindon vs Notts County,O/U,Under 2.5,2.46,0.4926738029647991,0.4065040650406504,0.08616973792414873,L,-10.0,League Two,4,2024-08-31
Gillingham vs Chesterfield,1X2,Home,2.59,0.48664690256583243,0.3861003861003861,0.10054651646544632,W,15.899999999999999,League Two,4,2024-08-31
Crawley Town vs Barnsley,1X2,Home,2.98,0.49268345259646096,0.33557046979865773,0.15711298279780322,L,-10.0,League One,3,2024-08-31
Almere City vs Groningen,1X2,Home,3.35,0.4066313747153443,0.29850746268656714,0.10812391202877714,L,-10.0,Eredivisie,1,2024-08-31
Plymouth vs Stoke,O/U,Under 2.5,2.16,0.5650160476309299,0.4629629629629629,0.10205308466796703,W,11.600000000000001,Championship,2,2024-08-31
Fiorentina vs Monza,O/U,Over 2.5,2.0,0.5603107513121759,0.5,0.06031075131217589,W,10.0,Serie A,1,2024-09-01
Burgos vs Castellon,1X2,Home,2.47,0.5163315283949378,0.4048582995951417,0.1114732287997961,L,-10.0,Segunda Division,2,2024-09-01
Palermo vs Cosenza,1X2,Away,3.82,0.3908045020587625,0.2617801047120419,0.1290243973467206,L,-10.0,Serie B,2,2024-09-01
Mantova vs Salernitana,1X2,Home,2.49,0.5190671452715938,0.4016064257028112,0.11746071956878262,W,14.900000000000002,Serie B,2,2024-09-01
Genoa vs Verona,O/U,Over 2.5,2.35,0.5017097738994457,0.425531914893617,0.07617785900582869,L,-10.0,Serie A,1,2024-09-01
Udinese vs Como,1X2,Away,3.77,0.3749111945277799,0.26525198938992045,0.10965920513785943,L,-10.0,Serie A,1,2024-09-01
Schalke 04 vs FC Koln,1X2,Home,3.05,0.5380793717187384,0.3278688524590164,0.210210519259722,L,-10.0,2. Bundesliga,2,2024-09-01
Utrecht vs Twente,1X2,Home,2.86,0.47938325047066077,0.3496503496503497,0.12973290082031108,W,18.599999999999998,Eredivisie,1,2024-09-01
Braunschweig vs Karlsruhe,O/U,Under 2.5,2.48,0.5091416953740495,0.40322580645161293,0.10591588892243659,L,-10.0,2. Bundesliga,2,2024-09-01
Monaco vs Lens,O/U,Under 2.5,2.39,0.5050107297821231,0.41841004184100417,0.08660068794111897,W,13.900000000000002,Ligue 1,1,2024-09-01
Monaco vs Lens,1X2,Home,1.86,0.6132376367885035,0.5376344086021505,0.07560322818635301,L,-10.0,Ligue 1,1,2024-09-01
Heidenheim vs Augsburg,1X2,Home,2.4,0.5727757681824837,0.4166666666666667,0.15610910151581697,W,14.0,Bundesliga,1,2024-09-01
Volos NFC vs OFI Crete,1X2,Home,2.44,0.49212179407079015,0.4098360655737705,0.08228572849701965,L,-10.0,Super League,1,2024-09-01
Osasuna vs Celta,O/U,Over 2.5,2.1,0.5277552234047238,0.47619047619047616,0.05156474721424764,W,11.0,La Liga,1,2024-09-01
Sevilla vs Girona,1X2,Away,2.82,0.4645982835145199,0.3546099290780142,0.10998835443650573,W,18.2,La Liga,1,2024-09-01
Hatayspor vs Samsunspor,1X2,Home,2.79,0.4601737852607295,0.35842293906810035,0.10175084619262914,L,-10.0,Super Lig,1,2024-09-01
Buyuksehyr vs Antalyaspor,1X2,Home,1.8,0.676667501914489,0.5555555555555556,0.12111194635893341,W,8.0,Super Lig,1,2024-09-01
Gent vs Antwerp,1X2,Home,2.49,0.6838979453614744,0.4016064257028112,0.2822915196586632,L,-10.0,Jupiler Pro League,1,2024-09-01
Newcastle vs Tottenham,1X2,Home,2.51,0.6740277124022296,0.39840637450199207,0.2756213379002375,W,15.099999999999998,Premier League,1,2024-09-01
Eibar vs Levante,1X2,Home,2.02,0.5793371867690158,0.49504950495049505,0.08428768181852075,L,-10.0,Segunda Division,2,2024-09-02
