date,tour,series,surface,odds,model_prob,edge,won,pnl
2022-01-03,ATP,ATP250,Hard,2.38,0.49803516268730164,0.07786709546041087,1,13.799999999999999
2022-01-03,ATP,ATP250,Hard,2.1,0.589132297039032,0.11294182084855586,1,11.0
2022-01-04,ATP,ATP250,Hard,1.73,0.6855261862277985,0.10749150414687358,0,-10.0
2022-01-04,ATP,ATP250,Hard,3.35,0.3803758382797241,0.08186837559315696,0,-10.0
2022-01-04,ATP,ATP250,Hard,1.9,0.6547252655029296,0.12840947602924546,1,9.0
2022-01-04,ATP,ATP250,Hard,2.03,0.5669691085815429,0.07435827114311921,0,-10.0
2022-01-05,ATP,ATP250,Hard,1.3,0.856692624092102,0.08746185486133284,1,3.0000000000000004
2022-01-05,ATP,ATP250,Hard,2.31,0.5420599937438965,0.10915956084346357,1,13.100000000000001
2022-01-05,ATP,ATP250,Hard,1.63,0.6737648785114289,0.06026794599609142,0,-10.0
2022-01-06,ATP,ATP250,Hard,3.5,0.336993682384491,0.05127939667020531,0,-10.0
2022-01-06,ATP,ATP250,Hard,2.18,0.5172125279903412,0.05849693166006603,0,-10.0
2022-01-07,ATP,ATP250,Hard,2.26,0.533512145280838,0.0910342691746433,0,-10.0
2022-01-09,ATP,ATP250,Hard,2.34,0.5051363706588745,0.07778594330844713,0,-10.0
2022-01-04,ATP,ATP250,Hard,2.67,0.47134594321250917,0.09681410800651663,0,-10.0
2022-01-04,ATP,ATP250,Hard,3.05,0.4238042414188385,0.09593538895982207,0,-10.0
2022-01-04,ATP,ATP250,Hard,2.46,0.4759405434131623,0.06943647837251188,0,-10.0
2022-01-05,ATP,ATP250,Hard,1.63,0.6757157683372498,0.062218835821912344,0,-10.0
2022-01-05,ATP,ATP250,Hard,1.92,0.6044453501701355,0.08361201683680208,1,9.2
2022-01-05,ATP,ATP250,Hard,1.48,0.750749135017395,0.07507345934171938,1,4.8
2022-01-05,ATP,ATP250,Hard,2.19,0.5108182311058045,0.05419722653959441,0,-10.0
2022-01-05,ATP,ATP250,Hard,1.43,0.8344853281974792,0.13518462889677985,0,-10.0
2022-01-06,ATP,ATP250,Hard,2.38,0.5385479807853699,0.11837991355847916,0,-10.0
2022-01-06,ATP,ATP250,Hard,1.71,0.7946921199560165,0.20989679831858965,0,-10.0
2022-01-06,ATP,ATP250,Hard,1.64,0.6973524510860443,0.08759635352506867,0,-10.0
2022-01-07,ATP,ATP250,Hard,1.66,0.6948226809501648,0.09241304239594783,1,6.6
2022-01-07,ATP,ATP250,Hard,1.73,0.7274052977561951,0.1493706156752702,1,7.3
2022-01-10,ATP,ATP250,Hard,2.07,0.5985636830329895,0.1154718955933759,1,10.7
2022-01-10,ATP,ATP250,Hard,2.37,0.5103691101074219,0.08842818183737977,1,13.700000000000001
2022-01-10,ATP,ATP250,Hard,1.71,0.6800173163414002,0.0952219947039733,0,-10.0
2022-01-11,ATP,ATP250,Hard,3.29,0.3987248182296753,0.09477345044852031,0,-10.0
2022-01-11,ATP,ATP250,Hard,2.42,0.478297483921051,0.0650743434251832,0,-10.0
2022-01-11,ATP,ATP250,Hard,2.17,0.5601110816001892,0.09928158851263158,1,11.7
2022-01-11,ATP,ATP250,Hard,2.23,0.5352128326892853,0.0867823394157427,1,12.3
2022-01-12,ATP,ATP250,Hard,1.35,0.8292770132422447,0.08853627250150398,1,3.500000000000001
2022-01-12,ATP,ATP250,Hard,2.09,0.7655923128128052,0.287123413291274,0,-10.0
2022-01-13,ATP,ATP250,Hard,2.75,0.42977902889251707,0.06614266525615342,0,-10.0
2022-01-14,ATP,ATP250,Hard,2.11,0.6329899072647095,0.15905625797560996,1,11.099999999999998
2022-01-10,ATP,ATP250,Hard,2.74,0.45175371170043943,0.0867902080508044,0,-10.0
2022-01-11,ATP,ATP250,Hard,2.12,0.8074918627738953,0.33579374956634817,1,11.200000000000001
2022-01-11,ATP,ATP250,Hard,1.95,0.5763627648353576,0.06354225201484476,1,9.5
2022-01-11,ATP,ATP250,Hard,2.51,0.4708985388278961,0.07249216432590405,1,15.099999999999998
2022-01-11,ATP,ATP250,Hard,2.51,0.4958743870258331,0.09746801252384102,1,15.099999999999998
2022-01-12,ATP,ATP250,Hard,3.41,0.47460498213768004,0.1813498501728707,0,-10.0
2022-01-12,ATP,ATP250,Hard,1.54,0.7300367593765259,0.08068611002587656,1,5.4
2022-01-12,ATP,ATP250,Hard,1.54,0.7030676364898681,0.0537169871392188,1,5.4
2022-01-13,ATP,ATP250,Hard,2.78,0.4243292808532715,0.0646170506374441,0,-10.0
2022-01-13,ATP,ATP250,Hard,2.09,0.5936551809310913,0.11518628140956011,1,10.899999999999999
2022-01-13,ATP,ATP250,Hard,2.59,0.4595024168491364,0.07340203074875029,0,-10.0
2022-01-14,ATP,ATP250,Hard,2.07,0.7366455227136612,0.2535537352740477,0,-10.0
2022-01-14,ATP,ATP250,Hard,2.25,0.6223062813282013,0.1778618368837569,1,12.5
2022-01-15,ATP,ATP250,Hard,1.77,0.694176971912384,0.12920522049995464,1,7.7
2022-01-17,ATP,Grand Slam,Hard,3.2,0.41310797929763793,0.10060797929763793,1,22.0
2022-01-17,ATP,Grand Slam,Hard,3.19,0.41903676390647887,0.10555714008202743,0,-10.0
2022-01-17,ATP,Grand Slam,Hard,2.58,0.4652419209480285,0.07764502172322235,1,15.8
2022-01-17,ATP,Grand Slam,Hard,2.16,0.5637042880058288,0.10074132504286593,1,11.600000000000001
2022-01-17,ATP,Grand Slam,Hard,1.29,0.8292770132422447,0.05408321479263234,1,2.9000000000000004
2022-01-18,ATP,Grand Slam,Hard,2.53,0.4896812021732331,0.0944242851771856,0,-10.0
2022-01-18,ATP,Grand Slam,Hard,2.08,0.6339804053306579,0.1532111745614272,0,-10.0
2022-01-18,ATP,Grand Slam,Hard,1.46,0.7573222994804383,0.07239079263112325,1,4.6
2022-01-18,ATP,Grand Slam,Hard,2.88,0.5240223705768585,0.1768001483546363,0,-10.0
2022-01-18,ATP,Grand Slam,Hard,3.25,0.36422982811927795,0.056537520426970245,1,22.5
2022-01-18,ATP,Grand Slam,Hard,2.6,0.6479819297790528,0.2633665451636682,0,-10.0
2022-01-18,ATP,Grand Slam,Hard,1.29,0.8323946356773376,0.05720083722772529,1,2.9000000000000004
2022-01-18,ATP,Grand Slam,Hard,3.3,0.4759776294231415,0.17294732639283844,0,-10.0
2022-01-18,ATP,Grand Slam,Hard,2.21,0.5293119847774506,0.07682329699464513,1,12.1
2022-01-18,ATP,Grand Slam,Hard,2.53,0.5923777222633362,0.1971208052672887,0,-10.0
2022-01-18,ATP,Grand Slam,Hard,2.26,0.5236640572547913,0.08118618114859655,0,-10.0
2022-01-19,ATP,Grand Slam,Hard,1.41,0.7916031494736672,0.08238329131763877,0,-10.0
