date,tour,series,surface,round,pick,odds,model_prob,implied_prob,edge,won,pnl
2024-01-01,ATP,ATP250,Hard,1st Round,pB,2.24,0.8392130866646766,0.4464285714285714,0.39278451523610525,1,12.400000000000002
2024-01-01,ATP,ATP250,Hard,1st Round,pB,1.28,0.9979899497702718,0.78125,0.21673994977027178,1,2.8000000000000003
2024-01-01,ATP,ATP250,Hard,1st Round,pA,1.33,0.989447808265686,0.7518796992481203,0.23756810901756575,1,3.3000000000000007
2024-01-02,ATP,ATP250,Hard,1st Round,pA,2.04,0.5772589087486267,0.49019607843137253,0.0870628303172542,1,10.4
2024-01-02,ATP,ATP250,Hard,1st Round,pB,2.24,0.7972439140081405,0.4464285714285714,0.35081534257956914,1,12.400000000000002
2024-01-02,ATP,ATP250,Hard,1st Round,pA,1.59,0.8395221590995788,0.6289308176100629,0.21059134148951597,1,5.9
2024-01-02,ATP,ATP250,Hard,1st Round,pB,1.37,0.9349796026945114,0.7299270072992701,0.20505259539524134,1,3.700000000000001
2024-01-02,ATP,ATP250,Hard,1st Round,pA,1.54,0.9695094585418701,0.6493506493506493,0.32015880919122075,1,5.4
2024-01-02,ATP,ATP250,Hard,1st Round,pB,2.58,0.9400695420801639,0.38759689922480617,0.5524726428553577,1,15.8
2024-01-02,ATP,ATP250,Hard,1st Round,pA,1.82,0.9849181175231934,0.5494505494505494,0.435467568072644,1,8.200000000000001
2024-01-02,ATP,ATP250,Hard,1st Round,pB,2.33,0.549137407541275,0.4291845493562232,0.11995285818505186,0,-10.0
2024-01-02,ATP,ATP250,Hard,1st Round,pB,2.57,0.933054544776678,0.38910505836575876,0.5439494864109193,1,15.7
2024-01-03,ATP,ATP250,Hard,1st Round,pB,1.4,0.8139016389846802,0.7142857142857143,0.09961592469896585,1,3.999999999999999
2024-01-03,ATP,ATP250,Hard,2nd Round,pA,1.89,0.7355039834976196,0.5291005291005292,0.2064034543970904,1,8.899999999999999
2024-01-03,ATP,ATP250,Hard,2nd Round,pB,2.43,0.5779125988483429,0.4115226337448559,0.16638996510348697,0,-10.0
2024-01-03,ATP,ATP250,Hard,2nd Round,pA,1.52,0.8473568797111511,0.6578947368421053,0.18946214286904584,1,5.2
2024-01-03,ATP,ATP250,Hard,2nd Round,pA,1.29,0.9934070825576782,0.7751937984496123,0.21821328410806584,1,2.9000000000000004
2024-01-05,ATP,ATP250,Hard,Quarterfinals,pA,2.96,0.5462462067604065,0.33783783783783783,0.20840836892256864,0,-10.0
2024-01-06,ATP,ATP250,Hard,Semifinals,pA,1.56,0.9836614727973938,0.641025641025641,0.34263583177175283,1,5.6000000000000005
2024-01-06,ATP,ATP250,Hard,Semifinals,pB,1.23,0.9478701177984477,0.8130081300813008,0.13486198771714686,1,2.3
2024-01-07,ATP,ATP250,Hard,The Final,pB,1.93,0.6639609813690186,0.5181347150259068,0.1458262663431118,1,9.299999999999999
2024-01-01,ATP,ATP250,Hard,1st Round,pA,2.13,0.8190385222434997,0.4694835680751174,0.34955495416838234,1,11.299999999999999
2024-01-01,ATP,ATP250,Hard,1st Round,pB,1.97,0.9166511856019497,0.5076142131979695,0.4090369724039802,1,9.7
2024-01-01,ATP,ATP250,Hard,1st Round,pA,1.55,0.9715412855148315,0.6451612903225806,0.3263799951922509,1,5.5
2024-01-01,ATP,ATP250,Hard,1st Round,pA,3.48,0.4075319468975067,0.28735632183908044,0.12017562505842627,0,-10.0
2024-01-02,ATP,ATP250,Hard,1st Round,pB,1.37,0.9704552093520761,0.7299270072992701,0.240528202052806,1,3.700000000000001
2024-01-02,ATP,ATP250,Hard,1st Round,pB,2.66,0.9103376157581806,0.37593984962406013,0.5343977661341205,1,16.6
2024-01-02,ATP,ATP250,Hard,1st Round,pB,1.56,0.9893678708001972,0.641025641025641,0.3483422297745562,1,5.6000000000000005
2024-01-02,ATP,ATP250,Hard,1st Round,pA,2.51,0.6684920907020568,0.39840637450199207,0.2700857162000648,0,-10.0
2024-01-02,ATP,ATP250,Hard,1st Round,pA,1.54,0.9273405551910401,0.6493506493506493,0.27798990584039074,1,5.4
2024-01-03,ATP,ATP250,Hard,2nd Round,pB,1.79,0.9911685911938548,0.5586592178770949,0.43250937331675987,1,7.9
2024-01-03,ATP,ATP250,Hard,2nd Round,pB,2.25,0.8392130866646766,0.4444444444444444,0.3947686422202322,1,12.5
2024-01-03,ATP,ATP250,Hard,2nd Round,pB,1.67,0.8515314921736717,0.5988023952095809,0.25272909696409085,0,-10.0
2024-01-04,ATP,ATP250,Hard,2nd Round,pA,2.09,0.8313568830490112,0.47846889952153115,0.3528879835274801,1,10.899999999999999
2024-01-04,ATP,ATP250,Hard,2nd Round,pB,2.85,0.5924680531024933,0.3508771929824561,0.24159086012003717,0,-10.0
2024-01-04,ATP,ATP250,Hard,2nd Round,pB,1.4,0.7745897263288498,0.7142857142857143,0.06030401204313551,1,3.999999999999999
2024-01-05,ATP,ATP250,Hard,Quarterfinals,pA,1.6,0.9789486885070801,0.625,0.35394868850708006,1,6.000000000000001
2024-01-05,ATP,ATP250,Hard,Quarterfinals,pA,2.83,0.5084967494010926,0.35335689045936397,0.1551398589417286,1,18.3
2024-01-05,ATP,ATP250,Hard,Quarterfinals,pA,1.29,1.0,0.7751937984496123,0.22480620155038766,1,2.9000000000000004
2024-01-06,ATP,ATP250,Hard,Semifinals,pA,1.62,0.9633909821510315,0.6172839506172839,0.34610703153374756,1,6.200000000000001
