match,market,selection,odds,model_prob,implied_prob,edge,result,pnl,league,tier,date
Mirandes vs Alcorcon,O/U,Over 2.5,2.48,0.48902903211278637,0.40322580645161293,0.08580322566117343,W,14.8,Segunda Division,2,2023-08-14
Crewe vs Newport County,1X2,Home,3.04,0.42876271087517237,0.32894736842105265,0.09981534245411972,W,20.4,League Two,4,2023-08-15
Crawley Town vs Milton Keynes Dons,1X2,Home,2.97,0.43764120133403545,0.33670033670033667,0.10094086463369878,W,19.700000000000003,League Two,4,2023-08-15
Cambridge vs Stevenage,O/U,Under 2.5,1.78,0.6410891607216876,0.5617977528089888,0.07929140791269884,L,-10.0,League One,3,2023-08-15
Wycombe vs Leyton Orient,1X2,Away,3.44,0.4038871641382348,0.29069767441860467,0.11318948971963011,L,-10.0,League One,3,2023-08-15
Istanbulspor vs Kayserispor,1X2,Home,2.56,0.6054519870530719,0.390625,0.2148269870530719,L,-10.0,Super Lig,1,2023-08-18
Metz vs Marseille,O/U,Under 2.5,2.2,0.5127306296971467,0.45454545454545453,0.05818517515169214,L,-10.0,Ligue 1,1,2023-08-18
Volos NFC vs Lamia,O/U,Over 2.5,2.4,0.5301585608020514,0.4166666666666667,0.11349189413538469,W,14.0,Super League,1,2023-08-18
Volos NFC vs Lamia,1X2,Away,3.03,0.4820508472221149,0.33003300330033003,0.15201784392178486,L,-10.0,Super League,1,2023-08-18
Zaragoza vs Valladolid,1X2,Home,2.34,0.5596788951973359,0.4273504273504274,0.13232846784690855,W,13.399999999999999,Segunda Division,2,2023-08-18
Heracles vs Nijmegen,O/U,Under 2.5,2.3,0.5554221619610251,0.4347826086956522,0.1206395532653729,L,-10.0,Eredivisie,1,2023-08-18
Bari vs Palermo,1X2,Home,2.71,0.49120424639162463,0.36900369003690037,0.12220055635472427,L,-10.0,Serie B,2,2023-08-18
Oud-Heverlee Leuven vs Antwerp,O/U,Under 2.5,2.28,0.5075356557414191,0.4385964912280702,0.06893916451334892,W,12.799999999999997,Jupiler Pro League,1,2023-08-18
Mallorca vs Villarreal,O/U,Over 2.5,2.38,0.5210260654185859,0.42016806722689076,0.10085799819169511,L,-10.0,La Liga,1,2023-08-18
Augsburg vs M'gladbach,O/U,Under 2.5,2.34,0.5312532995952565,0.4273504273504274,0.10390287224482908,L,-10.0,Bundesliga,1,2023-08-19
Espanol vs Santander,O/U,Over 2.5,2.26,0.5004688508884457,0.4424778761061947,0.057990974782251015,L,-10.0,Segunda Division,2,2023-08-19
Toulouse vs Paris SG,O/U,Under 2.5,2.37,0.4949957524685732,0.42194092827004215,0.07305482419853104,W,13.700000000000001,Ligue 1,1,2023-08-19
Stuttgart vs Bochum,O/U,Under 2.5,2.29,0.5078406481068896,0.4366812227074236,0.07115942539946596,L,-10.0,Bundesliga,1,2023-08-19
Hoffenheim vs Freiburg,1X2,Home,2.35,0.5068617750280408,0.425531914893617,0.08132986013442373,L,-10.0,Bundesliga,1,2023-08-19
Tottenham vs Man United,O/U,Under 2.5,2.44,0.4900332475126533,0.4098360655737705,0.08019718193888281,W,14.399999999999999,Premier League,1,2023-08-19
Reading vs Stevenage,O/U,Under 2.5,1.73,0.6481798017786352,0.5780346820809249,0.07014511969771031,W,7.3,League One,3,2023-08-19
Frosinone vs Napoli,O/U,Under 2.5,2.2,0.5283537084856792,0.45454545454545453,0.07380825394022467,L,-10.0,Serie A,1,2023-08-19
Genoa vs Fiorentina,1X2,Home,3.41,0.5330063541206211,0.29325513196480935,0.2397512221558118,L,-10.0,Serie A,1,2023-08-19
Inter vs Monza,O/U,Under 2.5,2.41,0.4942058929521438,0.41493775933609955,0.07926813361604423,W,14.100000000000001,Serie A,1,2023-08-19
Annecy vs Dunkerque,1X2,Home,2.69,0.46389315867064623,0.3717472118959108,0.09214594677473542,W,16.9,Ligue 2,2,2023-08-19
Dortmund vs FC Koln,1X2,Home,1.4,0.7644884987885128,0.7142857142857143,0.05020278450279847,W,3.999999999999999,Bundesliga,1,2023-08-19
Crewe vs Walsall,1X2,Home,2.66,0.5320669484864038,0.37593984962406013,0.15612709886234366,L,-10.0,League Two,4,2023-08-19
Sociedad vs Celta,O/U,Over 2.5,2.4,0.48151237958020543,0.4166666666666667,0.06484571291353874,L,-10.0,La Liga,1,2023-08-19
Almeria vs Real Madrid,O/U,Under 2.5,2.32,0.5353862187632104,0.4310344827586207,0.10435173600458963,L,-10.0,La Liga,1,2023-08-19
Cosenza vs Ascoli,1X2,Home,2.72,0.48906084290733814,0.3676470588235294,0.12141378408380876,W,17.200000000000003,Serie B,2,2023-08-19
Osasuna vs Ath Bilbao,1X2,Home,2.83,0.4944620797473697,0.35335689045936397,0.14110518928800575,L,-10.0,La Liga,1,2023-08-19
Blackburn vs Hull,O/U,Under 2.5,1.95,0.5699082596105002,0.5128205128205129,0.05708774678998729,L,-10.0,Championship,2,2023-08-19
Sheffield Weds vs Preston,O/U,Over 2.5,2.25,0.5182527982427023,0.4444444444444444,0.0738083537982579,L,-10.0,Championship,2,2023-08-19
Sheffield Weds vs Preston,1X2,Home,2.54,0.5613314222917951,0.39370078740157477,0.16763063489022034,L,-10.0,Championship,2,2023-08-19
Ternana vs Sampdoria,1X2,Home,3.22,0.5113821192401169,0.3105590062111801,0.2008231130289368,L,-10.0,Serie B,2,2023-08-19
Galatasaray vs Trabzonspor,1X2,Home,1.6,0.7173211284566479,0.625,0.09232112845664786,W,6.000000000000001,Super Lig,1,2023-08-19
Hamburg vs Hertha,1X2,Home,1.88,0.6912814240796431,0.5319148936170213,0.15936653046262184,W,8.799999999999999,2. Bundesliga,2,2023-08-19
Portimonense vs Boavista,O/U,Over 2.5,2.13,0.5272916965025952,0.4694835680751174,0.057808128427477845,W,11.299999999999999,Liga Portugal,1,2023-08-19
Hansa Rostock vs Hannover,1X2,Home,2.53,0.4999948694811362,0.3952569169960475,0.10473795248508871,L,-10.0,2. Bundesliga,2,2023-08-19
Standard vs Cercle Brugge,1X2,Home,2.85,0.45175873441016123,0.3508771929824561,0.10088154142770511,L,-10.0,Jupiler Pro League,1,2023-08-19
Carlisle vs Exeter,1X2,Home,2.65,0.4938285519145728,0.37735849056603776,0.11647006134853505,L,-10.0,League One,3,2023-08-19
Go Ahead Eagles vs Volendam,O/U,Under 2.5,2.31,0.507838496771955,0.4329004329004329,0.07493806387152213,L,-10.0,Eredivisie,1,2023-08-19
Cambridge vs Bristol Rvs,1X2,Home,2.75,0.48798511531540717,0.36363636363636365,0.12434875167904352,W,17.5,League One,3,2023-08-19
Ein Frankfurt vs Darmstadt,O/U,Under 2.5,2.23,0.5183316037601267,0.4484304932735426,0.06990111048658404,W,12.3,Bundesliga,1,2023-08-20
Sudtirol vs Spezia,1X2,Home,3.45,0.48555503344334877,0.2898550724637681,0.19569996097958064,L,-10.0,Serie B,2,2023-08-20
Barcelona vs Cadiz,O/U,Under 2.5,2.39,0.5273816647365088,0.41841004184100417,0.10897162289550466,W,13.900000000000002,La Liga,1,2023-08-20
Gaziantep vs Sivasspor,1X2,Away,2.5,0.5334408783266782,0.4,0.13344087832667817,W,15.0,Super Lig,1,2023-08-20
Albacete vs Amorebieta,O/U,Over 2.5,2.51,0.48621541213759273,0.39840637450199207,0.08780903763560066,W,15.099999999999998,Segunda Division,2,2023-08-20
Braunschweig vs Schalke 04,1X2,Home,3.48,0.429583421288942,0.28735632183908044,0.14222709944986156,W,24.8,2. Bundesliga,2,2023-08-20
Kortrijk vs Eupen,O/U,Under 2.5,2.26,0.5218836373507074,0.4424778761061947,0.07940576124451271,L,-10.0,Jupiler Pro League,1,2023-08-20
Anderlecht vs Westerlo,O/U,Under 2.5,2.21,0.5579902193069849,0.45248868778280543,0.10550153152417946,L,-10.0,Jupiler Pro League,1,2023-08-20
Twente vs Zwolle,1X2,Home,1.34,0.80203649306069,0.7462686567164178,0.05576783634427218,W,3.400000000000001,Eredivisie,1,2023-08-20
Sassuolo vs Atalanta,O/U,Under 2.5,2.33,0.4988317955723647,0.4291845493562232,0.06964724621614149,W,13.3,Serie A,1,2023-08-20
Utrecht vs Heerenveen,O/U,Under 2.5,2.25,0.5096470183312259,0.4444444444444444,0.06520257388678152,W,12.5,Eredivisie,1,2023-08-20
Granada vs Vallecano,O/U,Over 2.5,2.38,0.49416657098425054,0.42016806722689076,0.07399850375735978,L,-10.0,La Liga,1,2023-08-21
Granada vs Vallecano,1X2,Home,2.65,0.5951913661202943,0.37735849056603776,0.21783287555425657,L,-10.0,La Liga,1,2023-08-21
Alaves vs Sevilla,1X2,Home,3.32,0.4631959694242669,0.30120481927710846,0.16199115014715842,W,23.2,La Liga,1,2023-08-21
Paderborn vs Kaiserslautern,1X2,Home,2.15,0.5604460338101902,0.46511627906976744,0.09532975474042277,L,-10.0,2. Bundesliga,2,2023-08-25
Konyaspor vs Gaziantep,1X2,Home,1.77,0.6388505377275027,0.5649717514124294,0.07387878631507327,W,7.7,Super Lig,1,2023-08-25
Chelsea vs Luton,O/U,Under 2.5,2.27,0.5908367805429232,0.44052863436123346,0.15030814618168975,L,-10.0,Premier League,1,2023-08-25
Celta vs Real Madrid,O/U,Under 2.5,2.08,0.544522007487267,0.4807692307692307,0.06375277671803625,W,10.8,La Liga,1,2023-08-25
Lincoln vs Blackpool,1X2,Home,2.63,0.4744782987366587,0.3802281368821293,0.09425016185452939,W,16.299999999999997,League One,3,2023-08-26
Excelsior vs For Sittard,O/U,Under 2.5,2.25,0.5083437154736182,0.4444444444444444,0.06389927102917381,L,-10.0,Eredivisie,1,2023-08-26
Nijmegen vs Waalwijk,O/U,Under 2.5,2.37,0.4803405373896531,0.42194092827004215,0.05839960911961095,L,-10.0,Eredivisie,1,2023-08-26
Asteras Tripolis vs OFI Crete,1X2,Away,3.2,0.4331440369736104,0.3125,0.12064403697361042,L,-10.0,Super League,1,2023-08-26
Heidenheim vs Hoffenheim,1X2,Home,2.98,0.6036946107397798,0.33557046979865773,0.2681241409411221,L,-10.0,Bundesliga,1,2023-08-26
Cremonese vs Bari,1X2,Away,3.75,0.37869189329802044,0.26666666666666666,0.11202522663135378,W,27.5,Serie B,2,2023-08-26
Notts County vs Tranmere,O/U,Under 2.5,2.21,0.5292959685139239,0.45248868778280543,0.07680728073111848,L,-10.0,League Two,4,2023-08-26
Motherwell vs Kilmarnock,1X2,Home,2.42,0.5678355204204978,0.4132231404958678,0.15461237992463,W,14.2,Premiership,1,2023-08-26
Caen vs Ajaccio,O/U,Over 2.5,2.4,0.5356023100850902,0.4166666666666667,0.1189356434184235,W,14.0,Ligue 2,2,2023-08-26
Caen vs Ajaccio,1X2,Home,1.81,0.6176095651891623,0.5524861878453039,0.06512337734385842,W,8.100000000000001,Ligue 2,2,2023-08-26
Cardiff vs Sheffield Weds,1X2,Away,3.55,0.39072369297015275,0.28169014084507044,0.10903355212508231,L,-10.0,Championship,2,2023-08-26
Huddersfield vs Norwich,1X2,Home,3.34,0.46398839322975066,0.29940119760479045,0.16458719562496021,L,-10.0,Championship,2,2023-08-26
Ipswich vs Leeds,O/U,Over 2.5,2.11,0.6249117801851474,0.47393364928909953,0.15097813089604784,W,11.099999999999998,Championship,2,2023-08-26
Ipswich vs Leeds,1X2,Home,2.34,0.8095346925190482,0.4273504273504274,0.3821842651686208,L,-10.0,Championship,2,2023-08-26
Man United vs Nott'm Forest,O/U,Under 2.5,2.56,0.4893200309931741,0.390625,0.09869503099317412,L,-10.0,Premier League,1,2023-08-26
Westerlo vs Mechelen,O/U,Under 2.5,2.35,0.48889241130748573,0.425531914893617,0.0633604964138687,L,-10.0,Jupiler Pro League,1,2023-08-26
Barrow vs Wrexham,1X2,Home,3.15,0.46180315223230906,0.31746031746031744,0.1443428347719916,L,-10.0,League Two,4,2023-08-26
Granada vs Mallorca,1X2,Home,2.65,0.5466379839112745,0.37735849056603776,0.16927949334523673,W,16.5,La Liga,1,2023-08-26
Gil Vicente vs Benfica,O/U,Under 2.5,2.49,0.4962378684443838,0.4016064257028112,0.09463144274157259,L,-10.0,Liga Portugal,1,2023-08-26
Burnley vs Aston Villa,1X2,Home,3.36,0.49120233050825135,0.2976190476190476,0.19358328288920373,L,-10.0,Premier League,1,2023-08-27
Montpellier vs Reims,1X2,Home,2.38,0.6398260635566938,0.42016806722689076,0.21965799632980304,L,-10.0,Ligue 1,1,2023-08-27
Mirandes vs Espanol,O/U,Over 2.5,2.28,0.5197337191210989,0.4385964912280702,0.08113722789302868,L,-10.0,Segunda Division,2,2023-08-27
Mirandes vs Espanol,1X2,Home,3.39,0.43063389602195645,0.2949852507374631,0.13564864528449333,L,-10.0,Segunda Division,2,2023-08-27
Boavista vs Casa Pia,O/U,Over 2.5,2.23,0.521904869339308,0.4484304932735426,0.0734743760657654,L,-10.0,Liga Portugal,1,2023-08-27
Boavista vs Casa Pia,1X2,Home,2.25,0.5813694237560865,0.4444444444444444,0.13692497931164205,L,-10.0,Liga Portugal,1,2023-08-27
Anderlecht vs Charleroi,O/U,Under 2.5,2.09,0.5328772566686295,0.47846889952153115,0.05440835714709835,L,-10.0,Jupiler Pro League,1,2023-08-27
St Truiden vs Cercle Brugge,1X2,Home,3.16,0.4254330243692724,0.3164556962025316,0.10897732816674077,L,-10.0,Jupiler Pro League,1,2023-08-27
Alanyaspor vs Hatayspor,1X2,Home,1.93,0.5842617519923603,0.5181347150259068,0.0661270369664535,L,-10.0,Super Lig,1,2023-08-27
Kayserispor vs Samsunspor,O/U,Under 2.5,2.03,0.5685957119425342,0.4926108374384237,0.07598487450411051,L,-10.0,Super Lig,1,2023-08-27
Lorient vs Lille,O/U,Under 2.5,2.01,0.5620879502711044,0.49751243781094534,0.06457551246015902,L,-10.0,Ligue 1,1,2023-08-27
Strasbourg vs Toulouse,O/U,Under 2.5,2.05,0.5558667644406277,0.48780487804878053,0.06806188639184713,W,10.499999999999998,Ligue 1,1,2023-08-27
Clermont vs Metz,1X2,Away,3.96,0.41968393012239746,0.25252525252525254,0.16715867759714492,W,29.6,Ligue 1,1,2023-08-27
Zwolle vs Utrecht,O/U,Under 2.5,2.3,0.4956238890218405,0.4347826086956522,0.060841280326188296,W,12.999999999999998,Eredivisie,1,2023-08-27
Sheffield United vs Man City,O/U,Under 2.5,2.41,0.49583872581380695,0.41493775933609955,0.08090096647770739,L,-10.0,Premier League,1,2023-08-27
Lamia vs Aris,O/U,Over 2.5,2.16,0.5273771775960333,0.4629629629629629,0.0644142146330704,L,-10.0,Super League,1,2023-08-27
Lamia vs Aris,1X2,Home,3.39,0.45183030132271773,0.2949852507374631,0.1568450505852546,W,23.900000000000002,Super League,1,2023-08-27
St Pauli vs Magdeburg,O/U,Under 2.5,2.22,0.5089130513228646,0.4504504504504504,0.05846260087241417,W,12.200000000000003,2. Bundesliga,2,2023-08-27
Salernitana vs Udinese,1X2,Home,2.75,0.5213400879831314,0.36363636363636365,0.15770372434676772,L,-10.0,Serie A,1,2023-08-28
Vallecano vs Ath Madrid,O/U,Over 2.5,2.12,0.5495698122609171,0.4716981132075471,0.07787169905336994,W,11.200000000000001,La Liga,1,2023-08-28
Annecy vs St Etienne,1X2,Home,3.42,0.39505845016096863,0.29239766081871343,0.1026607893422552,L,-10.0,Ligue 2,2,2023-08-28
Santander vs Huesca,1X2,Home,2.05,0.5792220589090881,0.48780487804878053,0.09141718086030753,L,-10.0,Segunda Division,2,2023-08-28
Ternana vs Cremonese,1X2,Home,3.21,0.4167740498698346,0.3115264797507788,0.10524757011905578,L,-10.0,Serie B,2,2023-08-30
Sampdoria vs Venezia,1X2,Away,3.27,0.48330371511083614,0.3058103975535168,0.17749331755731934,W,22.7,Serie B,2,2023-08-30
Catanzaro vs Spezia,1X2,Home,3.02,0.43294826636811024,0.33112582781456956,0.10182243855354067,W,20.2,Serie B,2,2023-08-30
Roma vs Milan,O/U,Over 2.5,2.31,0.4860695677262897,0.4329004329004329,0.05316913482585678,W,13.100000000000001,Serie A,1,2023-09-01
Roma vs Milan,1X2,Away,2.7,0.5012634161837584,0.37037037037037035,0.130893045813388,W,17.0,Serie A,1,2023-09-01
Sassuolo vs Verona,O/U,Under 2.5,2.02,0.5538945889128519,0.49504950495049505,0.05884508396235688,L,-10.0,Serie A,1,2023-09-01
Kasimpasa vs Trabzonspor,1X2,Home,2.91,0.4387243588290366,0.3436426116838488,0.0950817471451878,L,-10.0,Super Lig,1,2023-09-01
Sparta Rotterdam vs Nijmegen,1X2,Home,1.88,0.6548465586462553,0.5319148936170213,0.12293166502923403,L,-10.0,Eredivisie,1,2023-09-01
Almeria vs Celta,1X2,Home,2.97,0.4583985524012868,0.33670033670033667,0.12169821570095013,L,-10.0,La Liga,1,2023-09-01
Albacete vs Valladolid,O/U,Over 2.5,2.27,0.5031375538200744,0.44052863436123346,0.06260891945884095,L,-10.0,Segunda Division,2,2023-09-01
Albacete vs Valladolid,1X2,Home,2.08,0.579090549088275,0.4807692307692307,0.09832131831904423,W,10.8,Segunda Division,2,2023-09-01
Sheffield United vs Everton,O/U,Over 2.5,2.26,0.5082147242374357,0.4424778761061947,0.06573684813124103,W,12.599999999999998,Premier League,1,2023-09-02
Sheffield United vs Everton,1X2,Home,3.01,0.5580440569610546,0.33222591362126247,0.22581814333979217,L,-10.0,Premier League,1,2023-09-02
Crewe vs Milton Keynes Dons,1X2,Home,2.92,0.4298371592122986,0.3424657534246575,0.08737140578764108,W,19.2,League Two,4,2023-09-02
Chelsea vs Nott'm Forest,O/U,Under 2.5,2.3,0.489944794707465,0.4347826086956522,0.055162186011812775,W,12.999999999999998,Premier League,1,2023-09-02
Wehen vs Schalke 04,1X2,Home,3.16,0.4782131869130267,0.3164556962025316,0.1617574907104951,L,-10.0,2. Bundesliga,2,2023-09-02
Magdeburg vs Hertha,1X2,Home,2.27,0.6056604212310803,0.44052863436123346,0.16513178686984686,W,12.7,2. Bundesliga,2,2023-09-02
Livingston vs St Mirren,O/U,Over 2.5,2.34,0.4960352171619409,0.4273504273504274,0.06868478981151349,L,-10.0,Premiership,1,2023-09-02
Livingston vs St Mirren,1X2,Home,2.83,0.4488020455956595,0.35335689045936397,0.09544515513629553,L,-10.0,Premiership,1,2023-09-02
Tranmere vs Wrexham,1X2,Home,3.38,0.4515261225902245,0.2958579881656805,0.15566813442454402,L,-10.0,League Two,4,2023-09-02
Notts County vs Accrington,O/U,Under 2.5,2.36,0.5271458361944369,0.42372881355932207,0.10341702263511482,L,-10.0,League Two,4,2023-09-02
Newport County vs AFC Wimbledon,1X2,Home,2.48,0.4948417447865818,0.40322580645161293,0.0916159383349689,L,-10.0,League Two,4,2023-09-02
Monaco vs Lens,1X2,Away,3.25,0.48631952435018966,0.3076923076923077,0.17862721665788195,L,-10.0,Ligue 1,1,2023-09-02
Doncaster vs Swindon,1X2,Away,2.42,0.5109958939860005,0.4132231404958678,0.09777275349013276,L,-10.0,League Two,4,2023-09-02
Mechelen vs Eupen,O/U,Under 2.5,2.42,0.4858842061284214,0.4132231404958678,0.07266106563255365,W,14.2,Jupiler Pro League,1,2023-09-02
