date,tour,series,surface,round,pick,odds,model_prob,implied_prob,edge,won,pnl
2023-01-01,ATP,ATP250,Hard,1st Round,pA,1.89,0.9563586831092834,0.5291005291005292,0.4272581540087542,1,8.899999999999999
2023-01-01,ATP,ATP250,Hard,1st Round,pB,1.36,0.983942992426455,0.7352941176470588,0.24864887477939623,1,3.600000000000001
2023-01-02,ATP,ATP250,Hard,1st Round,pA,2.08,0.5624575138092041,0.4807692307692307,0.08168828303997333,1,10.8
2023-01-02,ATP,ATP250,Hard,1st Round,pA,2.2,0.8946194171905517,0.45454545454545453,0.4400739626450972,1,12.000000000000002
2023-01-02,ATP,ATP250,Hard,1st Round,pA,1.65,0.7629514455795288,0.6060606060606061,0.1568908395189227,1,6.499999999999999
2023-01-02,ATP,ATP250,Hard,1st Round,pA,1.9,0.9531702637672425,0.5263157894736842,0.4268544742935583,1,9.0
2023-01-03,ATP,ATP250,Hard,1st Round,pB,1.58,0.9893067026976496,0.6329113924050632,0.3563953102925864,1,5.800000000000001
2023-01-04,ATP,ATP250,Hard,2nd Round,pA,2.25,0.511569219827652,0.4444444444444444,0.0671247753832076,1,12.5
2023-01-04,ATP,ATP250,Hard,2nd Round,pB,1.64,0.7100192964076996,0.6097560975609756,0.10026319884672397,1,6.399999999999999
2023-01-04,ATP,ATP250,Hard,2nd Round,pB,1.74,0.8206478908658028,0.5747126436781609,0.24593524718764193,1,7.4
2023-01-05,ATP,ATP250,Hard,2nd Round,pA,2.01,0.5564934611320496,0.49751243781094534,0.05898102332110422,0,-10.0
2023-01-06,ATP,ATP250,Hard,Quarterfinals,pA,1.68,0.7408780813217163,0.5952380952380952,0.14563998608362105,1,6.799999999999999
2023-01-06,ATP,ATP250,Hard,Quarterfinals,pA,1.24,0.8815786123275757,0.8064516129032259,0.07512699942434986,1,2.4
2023-01-07,ATP,ATP250,Hard,Semifinals,pB,1.54,0.7258971393108368,0.6493506493506493,0.07654648996018742,1,5.4
2023-01-03,ATP,ATP250,Hard,1st Round,pA,2.25,0.8194378972053528,0.4444444444444444,0.37499345276090834,0,-10.0
2023-01-03,ATP,ATP250,Hard,1st Round,pB,1.34,0.9958336272276938,0.7462686567164178,0.2495649705112759,1,3.400000000000001
2023-01-04,ATP,ATP250,Hard,2nd Round,pB,1.91,0.9754437662661075,0.5235602094240838,0.45188355684202375,1,9.1
2023-01-04,ATP,ATP250,Hard,2nd Round,pA,2.27,0.947162389755249,0.44052863436123346,0.5066337553940156,1,12.7
2023-01-04,ATP,ATP250,Hard,2nd Round,pA,1.79,0.7525743842124939,0.5586592178770949,0.19391516633539896,1,7.9
2023-01-05,ATP,ATP250,Hard,Quarterfinals,pB,2.63,0.4331256985664368,0.3802281368821293,0.05289756168430748,0,-10.0
2023-01-05,ATP,ATP250,Hard,Quarterfinals,pA,2.48,0.595215117931366,0.40322580645161293,0.191989311479753,0,-10.0
2023-01-09,ATP,ATP250,Hard,1st Round,pB,2.79,0.5473903834819793,0.35842293906810035,0.18896744441387897,1,17.9
2023-01-10,ATP,ATP250,Hard,1st Round,pB,2.41,0.6916532754898072,0.41493775933609955,0.2767155161537076,0,-10.0
2023-01-10,ATP,ATP250,Hard,1st Round,pA,1.73,0.9039214730262757,0.5780346820809249,0.3258867909453508,1,7.3
2023-01-10,ATP,ATP250,Hard,1st Round,pA,2.85,0.8315561175346374,0.3508771929824561,0.4806789245521813,0,-10.0
2023-01-11,ATP,ATP250,Hard,2nd Round,pB,1.81,0.6557979047298431,0.5524861878453039,0.10331171688453922,1,8.100000000000001
2023-01-11,ATP,ATP250,Hard,2nd Round,pB,3.19,0.6783646166324615,0.31347962382445144,0.36488499280801007,0,-10.0
2023-01-11,ATP,ATP250,Hard,2nd Round,pA,1.52,0.7319502592086792,0.6578947368421053,0.07405552236657387,0,-10.0
2023-01-11,ATP,ATP250,Hard,2nd Round,pB,1.52,0.7563279896974564,0.6578947368421053,0.0984332528553511,1,5.2
2023-01-11,ATP,ATP250,Hard,2nd Round,pB,3.28,0.7740125447511673,0.3048780487804878,0.4691344959706795,1,22.799999999999997
2023-01-12,ATP,ATP250,Hard,Quarterfinals,pA,2.17,0.722844934463501,0.4608294930875576,0.26201544137594335,1,11.7
2023-01-12,ATP,ATP250,Hard,Quarterfinals,pA,2.22,0.6881389021873474,0.4504504504504504,0.237688451736897,0,-10.0
2023-01-13,ATP,ATP250,Hard,Semifinals,pA,3.07,0.5550302386283874,0.32573289902280134,0.22929733960558607,1,20.7
2023-01-13,ATP,ATP250,Hard,Semifinals,pB,1.83,0.7017090797424317,0.5464480874316939,0.15526099231073776,1,8.3
2023-01-08,ATP,ATP250,Hard,1st Round,pB,1.64,0.9970362627878785,0.6097560975609756,0.3872801652269029,1,6.399999999999999
2023-01-09,ATP,ATP250,Hard,1st Round,pA,2.13,0.962954318523407,0.4694835680751174,0.4934707504482896,1,11.299999999999999
2023-01-09,ATP,ATP250,Hard,1st Round,pB,1.39,0.994758358411491,0.7194244604316548,0.2753338979798362,1,3.899999999999999
2023-01-09,ATP,ATP250,Hard,1st Round,pA,2.03,0.8740100860595703,0.4926108374384237,0.3813992486211466,1,10.299999999999997
2023-01-09,ATP,ATP250,Hard,1st Round,pA,2.42,0.8902990102767945,0.4132231404958678,0.4770758697809267,1,14.2
2023-01-10,ATP,ATP250,Hard,1st Round,pB,2.1,0.9423688255250454,0.47619047619047616,0.46617834933456925,1,11.0
2023-01-10,ATP,ATP250,Hard,1st Round,pB,1.39,0.994758358411491,0.7194244604316548,0.2753338979798362,1,3.899999999999999
2023-01-10,ATP,ATP250,Hard,1st Round,pB,1.43,0.9010294735431671,0.6993006993006994,0.2017287742424677,1,4.299999999999999
2023-01-10,ATP,ATP250,Hard,1st Round,pA,1.75,0.97484210729599,0.5714285714285714,0.40341353586741857,1,7.5
2023-01-10,ATP,ATP250,Hard,2nd Round,pB,2.22,0.9821458537131548,0.4504504504504504,0.5316954032627044,1,12.200000000000003
2023-01-10,ATP,ATP250,Hard,2nd Round,pA,1.52,0.9730242133140564,0.6578947368421053,0.3151294764719511,1,5.2
2023-01-11,ATP,ATP250,Hard,2nd Round,pB,1.41,0.7916924715042114,0.7092198581560284,0.08247261334818301,1,4.1
2023-01-11,ATP,ATP250,Hard,2nd Round,pA,1.73,0.9824122190475464,0.5780346820809249,0.4043775369666215,1,7.3
2023-01-11,ATP,ATP250,Hard,2nd Round,pB,1.54,0.786280733346939,0.6493506493506493,0.1369300839962897,1,5.4
2023-01-11,ATP,ATP250,Hard,2nd Round,pA,1.86,0.6987255454063416,0.5376344086021505,0.16109113680419107,1,8.600000000000001
2023-01-12,ATP,ATP250,Hard,Quarterfinals,pB,1.31,0.9769444305449724,0.7633587786259541,0.21358565191901824,1,3.1000000000000005
2023-01-12,ATP,ATP250,Hard,Quarterfinals,pB,1.86,0.9775415394455195,0.5376344086021505,0.43990713084336897,1,8.600000000000001
2023-01-12,ATP,ATP250,Hard,Quarterfinals,pA,2.27,0.9563586831092834,0.44052863436123346,0.5158300487480499,1,12.7
2023-01-12,ATP,ATP250,Hard,Quarterfinals,pB,2.16,0.9775415394455195,0.4629629629629629,0.5145785764825566,1,11.600000000000001
2023-01-13,ATP,ATP250,Hard,Semifinals,pB,1.35,0.9794238388538361,0.7407407407407407,0.2386830981130954,1,3.500000000000001
2023-01-16,ATP,Grand Slam,Hard,1st Round,pA,2.33,0.9360466122627258,0.4291845493562232,0.5068620629065026,1,13.3
2023-01-16,ATP,Grand Slam,Hard,1st Round,pA,2.28,0.6456018447875976,0.4385964912280702,0.20700535355952743,1,12.799999999999997
2023-01-16,ATP,Grand Slam,Hard,1st Round,pA,2.36,0.920940387248993,0.42372881355932207,0.4972115736896709,1,13.599999999999998
2023-01-16,ATP,Grand Slam,Hard,1st Round,pB,2.79,0.8441094532608986,0.35842293906810035,0.48568651419279824,1,17.9
2023-01-16,ATP,Grand Slam,Hard,1st Round,pA,1.94,0.9944563746452332,0.5154639175257733,0.4789924571194599,1,9.399999999999999
2023-01-16,ATP,Grand Slam,Hard,1st Round,pB,2.54,0.981371839530766,0.39370078740157477,0.5876710521291912,1,15.4
2023-01-16,ATP,Grand Slam,Hard,1st Round,pA,1.39,0.9811445236206054,0.7194244604316548,0.2617200631889507,1,3.899999999999999
2023-01-16,ATP,Grand Slam,Hard,1st Round,pA,1.57,0.814056122303009,0.6369426751592356,0.17711344714377342,1,5.700000000000001
2023-01-16,ATP,Grand Slam,Hard,1st Round,pA,1.34,0.9895137429237366,0.7462686567164178,0.24324508620731877,1,3.400000000000001
2023-01-16,ATP,Grand Slam,Hard,1st Round,pB,3.2,0.8162522852420807,0.3125,0.5037522852420807,1,22.0
2023-01-16,ATP,Grand Slam,Hard,1st Round,pB,1.33,0.9620818685740232,0.7518796992481203,0.21020216932590297,1,3.3000000000000007
2023-01-16,ATP,Grand Slam,Hard,1st Round,pA,2.64,0.8254379034042358,0.3787878787878788,0.44665002461635706,1,16.400000000000002
2023-01-16,ATP,Grand Slam,Hard,1st Round,pA,2.18,0.8637795329093934,0.4587155963302752,0.40506393657911816,1,11.8
2023-01-16,ATP,Grand Slam,Hard,1st Round,pB,2.38,0.8221541106700897,0.42016806722689076,0.40198604344319894,1,13.799999999999999
2023-01-16,ATP,Grand Slam,Hard,1st Round,pA,1.98,0.660062563419342,0.5050505050505051,0.1550120583688369,1,9.8
2023-01-16,ATP,Grand Slam,Hard,1st Round,pA,2.08,0.9777677059173584,0.4807692307692307,0.49699847514812767,1,10.8
2023-01-16,ATP,Grand Slam,Hard,1st Round,pA,3.35,0.7855662107467651,0.29850746268656714,0.487058748060198,1,23.5
2023-01-17,ATP,Grand Slam,Hard,1st Round,pB,1.27,1.0,0.7874015748031495,0.21259842519685046,1,2.7
2023-01-17,ATP,Grand Slam,Hard,1st Round,pB,3.19,0.9178976997733116,0.31347962382445144,0.6044180759488602,1,21.9
2023-01-17,ATP,Grand Slam,Hard,1st Round,pA,1.39,0.9289937853813172,0.7194244604316548,0.2095693249496624,1,3.899999999999999
2023-01-17,ATP,Grand Slam,Hard,1st Round,pB,1.4,0.9740295551717282,0.7142857142857143,0.2597438408860139,1,3.999999999999999
2023-01-17,ATP,Grand Slam,Hard,1st Round,pB,1.49,0.8479713320732116,0.6711409395973155,0.17683039247589616,1,4.9
2023-01-17,ATP,Grand Slam,Hard,1st Round,pB,1.55,0.8804599709808827,0.6451612903225806,0.23529868065830206,1,5.5
2023-01-17,ATP,Grand Slam,Hard,1st Round,pB,1.61,0.9852033734321595,0.6211180124223602,0.36408536100979927,1,6.100000000000001
2023-01-17,ATP,Grand Slam,Hard,1st Round,pA,1.43,0.9773791909217835,0.6993006993006994,0.2780784916210841,1,4.299999999999999
2023-01-17,ATP,Grand Slam,Hard,1st Round,pB,1.39,0.8741264313459396,0.7194244604316548,0.15470197091428484,1,3.899999999999999
2023-01-18,ATP,Grand Slam,Hard,1st Round,pA,1.35,0.8040174007415771,0.7407407407407407,0.06327666000083643,1,3.500000000000001
2023-01-18,ATP,Grand Slam,Hard,1st Round,pA,1.86,0.9294164299964904,0.5376344086021505,0.39178202139433993,1,8.600000000000001
2023-01-18,ATP,Grand Slam,Hard,1st Round,pA,3.19,0.9177745461463929,0.31347962382445144,0.6042949223219414,1,21.9
2023-01-18,ATP,Grand Slam,Hard,1st Round,pA,1.58,0.8713704705238342,0.6329113924050632,0.23845907811877098,1,5.800000000000001
2023-01-18,ATP,Grand Slam,Hard,1st Round,pA,2.0,0.9672897934913636,0.5,0.46728979349136357,1,10.0
2023-01-18,ATP,Grand Slam,Hard,1st Round,pA,2.35,0.526103675365448,0.425531914893617,0.10057176047183097,1,13.5
2023-01-18,ATP,Grand Slam,Hard,1st Round,pB,3.06,0.5101526021957398,0.32679738562091504,0.18335521657482473,0,-10.0
2023-01-18,ATP,Grand Slam,Hard,2nd Round,pB,1.97,0.6328890919685364,0.5076142131979695,0.12527487877056687,0,-10.0
2023-01-18,ATP,Grand Slam,Hard,2nd Round,pA,2.76,0.4934674799442291,0.3623188405797102,0.13114863936451893,0,-10.0
2023-01-19,ATP,Grand Slam,Hard,2nd Round,pA,2.63,0.5182504177093505,0.3802281368821293,0.13802228082722123,0,-10.0
2023-01-19,ATP,Grand Slam,Hard,2nd Round,pB,2.01,0.8489370867609978,0.49751243781094534,0.35142464895005243,0,-10.0
2023-01-19,ATP,Grand Slam,Hard,2nd Round,pA,1.51,0.902039086818695,0.6622516556291391,0.23978743118955592,1,5.1
