date,tour,series,surface,round,pick,odds,model_prob,implied_prob,edge,won,pnl
2024-01-01,ATP,ATP250,Hard,1st Round,pB,2.24,0.8201789408922195,0.4464285714285714,0.37375036946364815,1,12.400000000000002
2024-01-01,ATP,ATP250,Hard,1st Round,pB,1.28,0.9955710142967291,0.78125,0.21432101429672912,1,2.8000000000000003
2024-01-01,ATP,ATP250,Hard,1st Round,pA,1.33,0.9878279089927673,0.7518796992481203,0.23594820974464703,1,3.3000000000000007
2024-01-02,ATP,ATP250,Hard,1st Round,pA,2.04,0.6829667687416077,0.49019607843137253,0.19277069031023514,1,10.4
2024-01-02,ATP,ATP250,Hard,1st Round,pB,2.24,0.771498391032219,0.4464285714285714,0.32506981960364756,1,12.400000000000002
2024-01-02,ATP,ATP250,Hard,1st Round,pA,1.59,0.8599008202552796,0.6289308176100629,0.23097000264521672,1,5.9
2024-01-02,ATP,ATP250,Hard,1st Round,pB,1.37,0.8958281561732292,0.7299270072992701,0.16590114887395913,1,3.700000000000001
2024-01-02,ATP,ATP250,Hard,1st Round,pA,1.54,0.9711662054061889,0.6493506493506493,0.3218155560555396,1,5.4
2024-01-02,ATP,ATP250,Hard,1st Round,pB,2.58,0.9290281884372235,0.38759689922480617,0.5414312892124173,1,15.8
2024-01-02,ATP,ATP250,Hard,1st Round,pA,1.82,0.9926763892173767,0.5494505494505494,0.4432258397668273,1,8.200000000000001
2024-01-02,ATP,ATP250,Hard,1st Round,pB,2.57,0.9139967441558838,0.38910505836575876,0.5248916857901251,1,15.7
2024-01-03,ATP,ATP250,Hard,2nd Round,pA,1.89,0.8034895420074463,0.5291005291005292,0.2743890129069171,1,8.899999999999999
2024-01-03,ATP,ATP250,Hard,2nd Round,pB,2.43,0.6646740794181824,0.4115226337448559,0.2531514456733264,0,-10.0
2024-01-03,ATP,ATP250,Hard,2nd Round,pA,1.52,0.9111727237701416,0.6578947368421053,0.25327798692803627,1,5.2
2024-01-03,ATP,ATP250,Hard,2nd Round,pA,1.29,0.9965994358062744,0.7751937984496123,0.22140563735666208,1,2.9000000000000004
2024-01-05,ATP,ATP250,Hard,Quarterfinals,pA,2.96,0.5117115020751953,0.33783783783783783,0.1738736642373575,0,-10.0
2024-01-06,ATP,ATP250,Hard,Semifinals,pA,1.56,0.9907533168792725,0.641025641025641,0.3497276758536315,1,5.6000000000000005
2024-01-06,ATP,ATP250,Hard,Semifinals,pB,1.23,0.979602134693414,0.8130081300813008,0.16659400461211316,1,2.3
2024-01-07,ATP,ATP250,Hard,The Final,pB,1.93,0.5827952027320862,0.5181347150259068,0.06466048770617938,1,9.299999999999999
2024-01-01,ATP,ATP250,Hard,1st Round,pA,2.13,0.8140287518501281,0.4694835680751174,0.34454518377501075,1,11.299999999999999
2024-01-01,ATP,ATP250,Hard,1st Round,pB,1.97,0.8860188588500023,0.5076142131979695,0.3784046456520328,1,9.7
2024-01-01,ATP,ATP250,Hard,1st Round,pA,1.55,0.9746575593948364,0.6451612903225806,0.3294962690722558,1,5.5
2024-01-01,ATP,ATP250,Hard,1st Round,pA,3.48,0.34134277105331423,0.28735632183908044,0.05398644921423379,0,-10.0
2024-01-02,ATP,ATP250,Hard,1st Round,pB,1.37,0.96932378327474,0.7299270072992701,0.23939677597546993,1,3.700000000000001
2024-01-02,ATP,ATP250,Hard,1st Round,pB,2.66,0.8894908592104912,0.37593984962406013,0.5135510095864311,1,16.6
2024-01-02,ATP,ATP250,Hard,1st Round,pB,1.56,0.9900846968404948,0.641025641025641,0.34905905581485386,1,5.6000000000000005
2024-01-02,ATP,ATP250,Hard,1st Round,pA,2.51,0.600173830986023,0.39840637450199207,0.20176745648403088,0,-10.0
2024-01-02,ATP,ATP250,Hard,1st Round,pA,1.54,0.9129558563232422,0.6493506493506493,0.2636052069725928,1,5.4
2024-01-03,ATP,ATP250,Hard,2nd Round,pB,1.79,0.9927692606113852,0.5586592178770949,0.4341100427342902,1,7.9
2024-01-03,ATP,ATP250,Hard,2nd Round,pB,2.25,0.8125391572713851,0.4444444444444444,0.36809471282694073,1,12.5
2024-01-03,ATP,ATP250,Hard,2nd Round,pB,1.67,0.8338715612888337,0.5988023952095809,0.23506916607925277,0,-10.0
2024-01-04,ATP,ATP250,Hard,2nd Round,pA,2.09,0.8547549724578858,0.47846889952153115,0.37628607293635463,1,10.899999999999999
2024-01-04,ATP,ATP250,Hard,2nd Round,pB,2.85,0.6586572289466858,0.3508771929824561,0.30778003596422965,0,-10.0
2024-01-04,ATP,ATP250,Hard,2nd Round,pB,1.4,0.8086001813411713,0.7142857142857143,0.09431446705545699,1,3.999999999999999
2024-01-05,ATP,ATP250,Hard,Quarterfinals,pA,1.6,0.9711662054061889,0.625,0.3461662054061889,1,6.000000000000001
2024-01-05,ATP,ATP250,Hard,Quarterfinals,pA,2.83,0.5465706348419189,0.35335689045936397,0.19321374438255495,1,18.3
2024-01-05,ATP,ATP250,Hard,Quarterfinals,pA,1.29,0.9965994358062744,0.7751937984496123,0.22140563735666208,1,2.9000000000000004
2024-01-06,ATP,ATP250,Hard,Semifinals,pA,1.62,0.9362799167633057,0.6172839506172839,0.31899596614602177,1,6.200000000000001
2024-01-07,ATP,ATP250,Hard,The Final,pB,1.29,0.8737041652202606,0.7751937984496123,0.09851036677064828,1,2.9000000000000004
2024-01-08,ATP,ATP250,Hard,1st Round,pB,1.2,0.9111969254910945,0.8333333333333334,0.07786359215776117,1,1.9999999999999996
2024-01-08,ATP,ATP250,Hard,1st Round,pB,1.69,0.9480383843183517,0.591715976331361,0.3563224079869908,1,6.8999999999999995
2024-01-08,ATP,ATP250,Hard,1st Round,pA,1.54,0.8662747383117676,0.6493506493506493,0.21692408896111826,1,5.4
2024-01-08,ATP,ATP250,Hard,1st Round,pB,2.59,0.5566619992256164,0.3861003861003861,0.17056161312523033,1,15.899999999999999
