source,kickoff_date,league,home_team,away_team,market,pick,odds,result,pnl_per_unit,ref_url
deepbetting,2026-06-27,World Cup,,,1x2,,1.180,won,0.1800,https://deepbetting.io/dashboard/
deepbetting,2026-06-28,World Cup,,,1x2,,1.700,won,0.7000,https://deepbetting.io/dashboard/
deepbetting,2026-06-29,World Cup,,,1x2,,1.700,won,0.7000,https://deepbetting.io/dashboard/
deepbetting,2026-06-29,World Cup,,,over_under_25,,1.440,won,0.4400,https://deepbetting.io/dashboard/
deepbetting,2026-06-30,World Cup,,,over_under_25,,1.440,won,0.4400,https://deepbetting.io/dashboard/
deepbetting,2026-06-30,World Cup,,,1x2,,2.200,won,1.2000,https://deepbetting.io/dashboard/
deepbetting,2026-07-01,World Cup,,,over_under_25,,1.800,lost,-1.0000,https://deepbetting.io/dashboard/
deepbetting,2026-07-02,World Cup,,,over_under_25,,1.400,won,0.4000,https://deepbetting.io/dashboard/
deepbetting,2026-07-03,World Cup,,,over_under_25,,1.400,won,0.4000,https://deepbetting.io/dashboard/
deepbetting,2026-07-03,World Cup,,,1x2,,1.400,won,0.4000,https://deepbetting.io/dashboard/
deepbetting,2026-07-04,World Cup,,,1x2,,1.840,won,0.8400,https://deepbetting.io/dashboard/
deepbetting,2026-07-04,Allsvenskan,,,over_under_25,,1.850,lost,-1.0000,https://deepbetting.io/dashboard/
deepbetting,2026-07-05,World Cup,,,over_under_25,,1.730,won,0.7300,https://deepbetting.io/dashboard/
deepbetting,2026-07-05,Allsvenskan,,,1x2,,1.500,won,0.5000,https://deepbetting.io/dashboard/
deepbetting,2026-07-06,World Cup,,,1x2,,1.910,won,0.9100,https://deepbetting.io/dashboard/
deepbetting,2026-07-06,Allsvenskan,,,over_under_25,,1.530,won,0.5300,https://deepbetting.io/dashboard/
deepbetting,2026-07-07,World Cup,,,1x2,,1.360,won,0.3600,https://deepbetting.io/dashboard/
deepbetting,2026-07-07,World Cup,,,over_under_25,,1.620,won,0.6200,https://deepbetting.io/dashboard/
deepbetting,2026-07-09,World Cup,,,1x2,,1.550,won,0.5500,https://deepbetting.io/dashboard/
deepbetting,2026-07-10,World Cup,,,1x2,,1.650,won,0.6500,https://deepbetting.io/dashboard/
deepbetting,2026-07-11,World Cup,,,over_under_25,,1.730,lost,-1.0000,https://deepbetting.io/dashboard/
deepbetting,2026-07-11,Allsvenskan,,,1x2,,1.900,lost,-1.0000,https://deepbetting.io/dashboard/
deepbetting,2026-07-11,Eliteserien,,,over_under_25,,1.530,won,0.5300,https://deepbetting.io/dashboard/
deepbetting,2026-07-11,World Cup,,,1x2,,1.700,lost,-1.0000,https://deepbetting.io/dashboard/
deepbetting,2026-07-12,Allsvenskan,,,over_under_25,,1.900,won,0.9000,https://deepbetting.io/dashboard/
deepbetting,2026-07-12,Allsvenskan,,,over_under_25,,1.440,lost,-1.0000,https://deepbetting.io/dashboard/
deepbetting,2026-07-12,Allsvenskan,,,1x2,,1.850,won,0.8500,https://deepbetting.io/dashboard/
deepbetting,2026-07-12,Eliteserien,,,1x2,,1.530,won,0.5300,https://deepbetting.io/dashboard/
deepbetting,2026-07-12,Eliteserien,,,1x2,,1.620,won,0.6200,https://deepbetting.io/dashboard/
deepbetting,2026-07-12,Eliteserien,,,over_under_25,,1.500,lost,-1.0000,https://deepbetting.io/dashboard/
deepbetting,2026-07-13,Allsvenskan,,,over_under_25,,1.440,won,0.4400,https://deepbetting.io/dashboard/
deepbetting,2026-07-16,Eliteserien,,,1x2,,1.700,won,0.7000,https://deepbetting.io/dashboard/
deepbetting,2026-07-17,Brasileirão Série A,,,1x2,,1.390,won,0.3900,https://deepbetting.io/dashboard/
deepbetting,2026-07-17,Brasileirão Série A,,,over_under_25,,1.600,lost,-1.0000,https://deepbetting.io/dashboard/
deepbetting,2026-07-17,Allsvenskan,,,over_under_25,,1.650,lost,-1.0000,https://deepbetting.io/dashboard/
deepbetting,2026-07-17,Eliteserien,,,over_under_25,,1.250,lost,-1.0000,https://deepbetting.io/dashboard/
deepbetting,2026-07-18,World Cup,,,1x2,,1.850,lost,-1.0000,https://deepbetting.io/dashboard/
deepbetting,2026-07-18,Eliteserien,,,over_under_25,,1.600,lost,-1.0000,https://deepbetting.io/dashboard/
deepbetting,2026-07-18,Eliteserien,,,1x2,,1.620,won,0.6200,https://deepbetting.io/dashboard/
deepbetting,2026-07-18,Eliteserien,,,over_under_25,,1.530,won,0.5300,https://deepbetting.io/dashboard/
deepbetting,2026-07-18,Eliteserien,,,1x2,,1.270,won,0.2700,https://deepbetting.io/dashboard/
deepbetting,2026-07-19,Allsvenskan,,,1x2,,1.240,won,0.2400,https://deepbetting.io/dashboard/
deepbetting,2026-07-20,Allsvenskan,,,over_under_25,,1.500,lost,-1.0000,https://deepbetting.io/dashboard/
deepbetting,2026-07-22,Brasileirão Série A,,,1x2,,1.900,won,0.9000,https://deepbetting.io/dashboard/
deepbetting,2026-07-22,Eliteserien,,,over_under_25,,1.250,won,0.2500,https://deepbetting.io/dashboard/
deepbetting,2026-07-22,Brasileirão Série A,,,1x2,,1.480,won,0.4800,https://deepbetting.io/dashboard/
deepbetting,2026-07-22,Brasileirão Série A,,,over_under_25,,1.610,lost,-1.0000,https://deepbetting.io/dashboard/
deepbetting,2026-07-23,Brasileirão Série A,,,1x2,,1.500,won,0.5000,https://deepbetting.io/dashboard/
deepbetting,2026-07-24,Allsvenskan,,,1x2,,1.440,won,0.4400,https://deepbetting.io/dashboard/
deepbetting,2026-07-25,Brasileirão Série A,,,1x2,,2.000,won,1.0000,https://deepbetting.io/dashboard/
deepbetting,2026-07-25,Brasileirão Série A,,,1x2,,1.400,lost,-1.0000,https://deepbetting.io/dashboard/
deepbetting,2026-07-26,Brasileirão Série A,,,1x2,,1.560,lost,-1.0000,https://deepbetting.io/dashboard/
deepbetting,2026-07-26,Brasileirão Série A,,,1x2,,1.450,lost,-1.0000,https://deepbetting.io/dashboard/
deepbetting,2026-07-26,Brasileirão Série A,,,over_under_25,,1.850,lost,-1.0000,https://deepbetting.io/dashboard/
deepbetting,2026-07-26,Allsvenskan,,,1x2,,1.330,lost,-1.0000,https://deepbetting.io/dashboard/
deepbetting,2026-07-26,Allsvenskan,,,over_under_25,,1.700,won,0.7000,https://deepbetting.io/dashboard/
deepbetting,2026-07-26,Allsvenskan,,,1x2,,1.450,won,0.4500,https://deepbetting.io/dashboard/
deepbetting,2026-07-26,Eliteserien,,,1x2,,1.500,lost,-1.0000,https://deepbetting.io/dashboard/
deepbetting,2026-07-26,Eliteserien,,,over_under_25,,1.440,lost,-1.0000,https://deepbetting.io/dashboard/
deepbetting,2026-07-26,Eliteserien,,,over_under_25,,1.400,won,0.4000,https://deepbetting.io/dashboard/
deepbetting,2026-07-27,Eliteserien,,,1x2,,1.670,won,0.6700,https://deepbetting.io/dashboard/
deepbetting,2026-07-29,Brasileirão Série A,,,1x2,,1.850,lost,-1.0000,https://deepbetting.io/dashboard/
deepbetting,2026-07-29,Brasileirão Série A,,,over_under_25,,1.280,lost,-1.0000,https://deepbetting.io/dashboard/
deepbetting,2026-07-31,Eliteserien,,,1x2,,1.250,won,0.2500,https://deepbetting.io/dashboard/
deepbetting,2026-08-01,Allsvenskan,,,1x2,,1.700,lost,-1.0000,https://deepbetting.io/dashboard/
deepbetting,2026-08-01,Eliteserien,,,over_under_25,,1.500,won,0.5000,https://deepbetting.io/dashboard/
