bot,segment,n,win_pct,clv_pct,roi_pct
bot_trigger_ou_model_v1,edge 8-10%,56,44.6,-6.76,3.6
bot_trigger_ou_model_v1,ALL,131,43.5,-8.05,3.1
bot_trigger_ou_model_v1,market=over_under_25,131,43.5,-8.05,3.1
bot_trigger_ou_model_v1,edge >= 5%,131,43.5,-8.05,3.1
bot_trigger_ou_model_v1,edge >= 8%,131,43.5,-8.05,3.1
bot_trigger_ou_model_v1,odds >= 1.8,131,43.5,-8.05,3.1
bot_trigger_ou_model_v1,odds >= 2.2,98,43.9,-8.75,8.2
bot_trigger_ou_model_v1,odds 2.2-2.8,76,51.3,-8.89,22.6
bot_trigger_ou_model_v1,edge 10-13%,43,55.8,-8.98,31.4
bot_trigger_ou_model_v1,edge >= 10%,75,42.7,-9.01,2.8
bot_trigger_ou_model_v1,edge >= 13%,32,25.0,-9.04,-35.7
bot_trigger_ou_model_v1,selection=over,86,45.3,-9.08,4.2
bot_unibet_trigger_1x2_v1,odds 3.2-4.0,97,28.9,-4.79,2.2
bot_unibet_trigger_1x2_v1,selection=home,166,28.9,-6.04,8.0
bot_unibet_trigger_1x2_v1,odds 2.8-3.2,37,29.7,-7.45,-11.7
bot_unibet_trigger_1x2_v1,edge 10-13%,35,28.6,-7.77,3.0
bot_unibet_trigger_1x2_v1,edge 18%+,145,25.5,-8.51,8.2
bot_unibet_trigger_1x2_v1,edge >= 15%,242,20.2,-8.68,-11.2
bot_unibet_trigger_1x2_v1,ALL,379,21.6,-8.83,-7.0
bot_unibet_trigger_1x2_v1,market=1x2,379,21.6,-8.83,-7.0
bot_unibet_trigger_1x2_v1,edge >= 5%,379,21.6,-8.83,-7.0
bot_unibet_trigger_1x2_v1,edge >= 8%,379,21.6,-8.83,-7.0
bot_unibet_trigger_1x2_v1,edge >= 10%,379,21.6,-8.83,-7.0
bot_unibet_trigger_1x2_v1,odds >= 1.8,379,21.6,-8.83,-7.0
bot_unibet_trigger_1x2_v1,odds >= 2.2,379,21.6,-8.83,-7.0
bot_unibet_trigger_1x2_v1,odds >= 2.8,379,21.6,-8.83,-7.0
bot_unibet_trigger_1x2_v1,edge >= 13%,344,20.9,-8.92,-8.0
bot_unibet_trigger_1x2_v1,odds >= 3.2,342,20.8,-8.99,-6.5
bot_unibet_trigger_1x2_v1,edge 13-18%,199,17.6,-9.23,-19.8
bot_unibet_trigger_1x2_v1,selection=away,179,14.5,-10.43,-27.7
bot_unibet_trigger_1x2_v1,odds 4.0+,245,17.6,-10.95,-9.9
bot_unibet_trigger_1x2_v1,selection=draw,34,23.5,-14.91,28.7
bot_unibet_trigger_ou_v1,odds 1.8-2.2,95,48.4,-6.00,-1.5
bot_unibet_trigger_ou_v1,selection=over,85,48.2,-6.82,7.2
bot_unibet_trigger_ou_v1,edge 8-10%,100,42.0,-7.36,-7.7
bot_unibet_trigger_ou_v1,edge 10-13%,80,52.5,-7.87,14.2
bot_unibet_trigger_ou_v1,ALL,256,45.7,-8.03,0.4
bot_unibet_trigger_ou_v1,market=over_under_25,256,45.7,-8.03,0.4
bot_unibet_trigger_ou_v1,edge >= 5%,256,45.7,-8.03,0.4
bot_unibet_trigger_ou_v1,edge >= 8%,256,45.7,-8.03,0.4
bot_unibet_trigger_ou_v1,odds >= 1.8,256,45.7,-8.03,0.4
bot_unibet_trigger_ou_v1,edge >= 10%,156,48.1,-8.46,5.6
bot_unibet_trigger_ou_v1,selection=under,171,44.4,-8.63,-2.9
bot_unibet_trigger_ou_v1,edge 13-18%,57,49.1,-8.87,10.1
bot_unibet_trigger_ou_v1,edge >= 13%,76,43.4,-9.08,-3.4
bot_unibet_trigger_ou_v1,odds 2.2-2.8,161,44.1,-9.23,1.6
bot_unibet_trigger_ou_v1,odds >= 2.2,161,44.1,-9.23,1.6
bot_unibet_trigger_ou_v1,edge >= 15%,48,41.7,-9.46,-7.5
bot_unibet_trigger_sharp_1x2_v1,selection=away,30,43.3,13.62,18.5
bot_unibet_trigger_sharp_1x2_v1,odds >= 2.2,48,33.3,12.59,1.1
bot_unibet_trigger_sharp_1x2_v1,odds >= 1.8,69,39.1,10.48,1.6
bot_unibet_trigger_sharp_1x2_v1,ALL,74,41.9,10.04,3.0
bot_unibet_trigger_sharp_1x2_v1,market=1x2,74,41.9,10.04,3.0
bot_unibet_trigger_sharp_1x2_v1,selection=home,42,42.9,7.16,-3.1
bot_unibet_trigger_sharp_1x2_v1,edge <5%,47,38.3,4.99,-12.1
bot_v10_all,edge >= 15%,70,48.6,28.95,46.1
bot_v10_all,edge >= 13%,137,38.7,21.09,20.1
bot_v10_all,edge 13-18%,119,38.7,15.96,19.5
bot_v10_all,edge >= 10%,336,40.5,9.57,7.7
bot_v10_all,odds >= 3.2,124,33.9,9.31,19.8
bot_v10_all,market=1x2,344,41.0,8.43,7.0
bot_v10_all,selection=home,332,40.4,7.14,6.0
bot_v10_all,odds <1.8,63,73.0,5.69,13.3
bot_v10_all,odds 3.2-4.0,111,36.0,5.13,26.1
bot_v10_all,odds >= 2.8,274,32.5,4.68,5.4
bot_v10_all,odds 1.8-2.2,56,44.6,4.49,-12.8
bot_v10_all,edge >= 8%,520,40.8,4.38,4.3
bot_v10_all,ALL,567,41.4,3.77,5.0
bot_v10_all,edge >= 5%,566,41.3,3.75,4.9
bot_v10_all,odds >= 1.8,504,37.5,3.55,4.0
bot_v10_all,odds >= 2.2,448,36.6,3.43,6.1
bot_v10_all,odds 2.2-2.8,174,43.1,1.40,7.2
bot_v10_all,edge 10-13%,199,41.7,1.06,-0.9
bot_v10_all,odds 2.8-3.2,150,31.3,0.79,-6.5
bot_v10_all,selection=over,69,46.4,-2.37,3.8
bot_v10_all,market=over_under_25,223,42.2,-2.97,2.0
bot_v10_all,selection=under,154,40.3,-3.24,1.1
bot_v10_all,edge 5-8%,46,47.8,-3.67,12.2
bot_v10_all,edge 8-10%,184,41.3,-4.96,-2.0
